specialist,adaptation_seed,round,fraction,screen_seed,screen_episodes,old_success,candidate_success,screen_success_delta,old_fall,candidate_fall,screen_fall_delta,mean_kl,screen_eligible,screen_best,confirmation_seed,confirmation_success_delta,confirmation_fall_delta,target_gate_accepted,d0_rollback,retained
lateral,373,1,0.5,20373,64,0.78125,0.703125,-0.078125,0.21875,0.296875,0.078125,8.081889245659113e-05,True,False,30373,-0.0859375,0.0859375,False,False,False
lateral,373,1,1.0,20373,64,0.78125,0.65625,-0.125,0.21875,0.34375,0.125,0.0003232792660128325,True,False,30373,-0.0859375,0.0859375,False,False,False
lateral,373,1,1.5,20373,64,0.78125,0.765625,-0.015625,0.21875,0.234375,0.015625,0.0007273749215528369,True,True,30373,-0.0859375,0.0859375,False,False,False
lateral,373,2,0.5,40373,64,0.71875,0.75,0.03125,0.28125,0.25,-0.03125,7.105917029548436e-05,True,False,50373,-0.0390625,0.0390625,False,False,False
lateral,373,2,1.0,40373,64,0.71875,0.640625,-0.078125,0.28125,0.359375,0.078125,0.0002842400863301009,True,False,50373,-0.0390625,0.0390625,False,False,False
lateral,373,2,1.5,40373,64,0.71875,0.765625,0.046875,0.28125,0.234375,-0.046875,0.0006395198870450258,True,True,50373,-0.0390625,0.0390625,False,False,False
lateral,373,3,0.5,60373,64,0.796875,0.734375,-0.0625,0.203125,0.265625,0.0625,7.321181328734383e-05,True,False,70373,-0.0078125,0.0078125,False,False,False
lateral,373,3,1.0,60373,64,0.796875,0.765625,-0.03125,0.203125,0.234375,0.03125,0.0002928700123447925,True,True,70373,-0.0078125,0.0078125,False,False,False
lateral,373,3,1.5,60373,64,0.796875,0.71875,-0.078125,0.203125,0.28125,0.078125,0.000658959848806262,True,False,70373,-0.0078125,0.0078125,False,False,False
lateral,373,4,0.5,80373,64,0.671875,0.765625,0.09375,0.328125,0.234375,-0.09375,9.332074114354327e-05,True,True,90373,0.078125,-0.078125,True,False,True
lateral,373,4,1.0,80373,64,0.671875,0.75,0.078125,0.328125,0.25,-0.078125,0.0003732905606739223,True,False,90373,0.078125,-0.078125,True,False,False
lateral,373,4,1.5,80373,64,0.671875,0.765625,0.09375,0.328125,0.234375,-0.09375,0.0008398852660320699,True,False,90373,0.078125,-0.078125,True,False,False
lateral,373,5,0.5,100373,64,0.671875,0.703125,0.03125,0.328125,0.296875,-0.03125,8.144031016854569e-05,True,True,110373,-0.03125,0.03125,False,False,False
lateral,373,5,1.0,100373,64,0.671875,0.65625,-0.015625,0.328125,0.34375,0.015625,0.0003257625503465533,True,False,110373,-0.03125,0.03125,False,False,False
lateral,373,5,1.5,100373,64,0.671875,0.703125,0.03125,0.328125,0.296875,-0.03125,0.0007329426007345319,True,False,110373,-0.03125,0.03125,False,False,False
lateral,373,6,0.5,120373,64,0.734375,0.71875,-0.015625,0.265625,0.28125,0.015625,7.127909339033067e-05,True,False,130373,0.0,0.0,False,False,False
lateral,373,6,1.0,120373,64,0.734375,0.796875,0.0625,0.265625,0.203125,-0.0625,0.00028513200231827796,True,True,130373,0.0,0.0,False,False,False
lateral,373,6,1.5,120373,64,0.734375,0.75,0.015625,0.265625,0.25,-0.015625,0.0006415621028281748,True,False,130373,0.0,0.0,False,False,False
lateral,373,7,0.5,140373,64,0.796875,0.671875,-0.125,0.203125,0.328125,0.125,8.976276149041951e-05,True,False,150373,-0.0078125,0.0078125,False,False,False
lateral,373,7,1.0,140373,64,0.796875,0.8125,0.015625,0.203125,0.1875,-0.015625,0.0003590518899727613,True,True,150373,-0.0078125,0.0078125,False,False,False
lateral,373,7,1.5,140373,64,0.796875,0.75,-0.046875,0.203125,0.25,0.046875,0.0008078605169430375,True,False,150373,-0.0078125,0.0078125,False,False,False
lateral,373,8,0.5,160373,64,0.6875,0.75,0.0625,0.3125,0.25,-0.0625,7.701397407799959e-05,True,False,170373,0.046875,-0.046875,True,False,False
lateral,373,8,1.0,160373,64,0.6875,0.671875,-0.015625,0.3125,0.328125,0.015625,0.0003080613096244633,True,False,170373,0.046875,-0.046875,True,False,False
lateral,373,8,1.5,160373,64,0.6875,0.78125,0.09375,0.3125,0.21875,-0.09375,0.0006931306561455131,True,True,170373,0.046875,-0.046875,True,False,True
