specialist,adaptation_seed,round,batch,rollout_seed,normal_start_count,failure_start_count,success_start_count,failure_bank_size,success_pool_size,matched_success_bank_size,exact_pair_count,exact_match_passed,maximum_marginal_imbalance,bank_transaction_attempted,bank_transaction_committed,bank_transaction_restored,usable_preflight_passed,cbf_intervention_fraction,cbf_correction_mean
contact_stability,473,1,1,1000483,40,12,12,256,588,34,12,True,0,True,True,False,True,0.0537872314453125,0.010946263559162617
contact_stability,473,1,2,1000484,40,12,12,256,912,42,12,True,0,True,True,False,True,0.054290771484375,0.011592836119234562
contact_stability,473,2,1,1000493,40,12,12,256,1024,77,12,True,0,True,True,False,True,0.0525054931640625,0.010463939979672432
contact_stability,473,2,2,1000494,40,12,12,256,1024,107,12,True,0,True,True,False,True,0.0548095703125,0.012138204649090767
contact_stability,473,3,1,1000503,40,12,12,256,1024,109,12,True,0,True,True,False,True,0.0546875,0.011279627680778503
contact_stability,473,3,2,1000504,40,12,12,256,1024,131,12,True,0,True,True,False,True,0.0556182861328125,0.012269693426787853
contact_stability,473,4,1,1000513,40,12,12,256,1024,141,12,True,0,True,True,False,True,0.0503997802734375,0.010926599614322186
contact_stability,473,4,2,1000514,40,12,12,256,1024,143,12,True,0,True,True,False,True,0.0524749755859375,0.010271772742271423
contact_stability,473,5,1,1000523,40,12,12,256,1024,141,12,True,0,True,True,False,True,0.054046630859375,0.01129823550581932
contact_stability,473,5,2,1000524,40,12,12,256,1024,143,12,True,0,True,True,False,True,0.047943115234375,0.00987234152853489
contact_stability,473,6,1,1000533,40,12,12,256,1024,143,12,True,0,True,True,False,True,0.0498046875,0.010232018306851387
contact_stability,473,6,2,1000534,40,12,12,256,1024,177,12,True,0,True,True,False,True,0.0513763427734375,0.010634111240506172
contact_stability,473,7,1,1000543,40,12,12,256,1024,181,12,True,0,True,True,False,True,0.05499267578125,0.011838693171739578
contact_stability,473,7,2,1000544,40,12,12,256,1024,176,12,True,0,True,True,False,True,0.0524749755859375,0.011004280298948288
contact_stability,473,8,1,1000553,40,12,12,256,1024,176,12,True,0,True,True,False,True,0.04931640625,0.010094257071614265
contact_stability,473,8,2,1000554,40,12,12,256,1024,170,12,True,0,True,True,False,True,0.05291748046875,0.011500988155603409
