evaluation_seed,environment_id,success,fell,timed_out,ever_intervened,post_intervention_fall,toe_riser_kick_count,unsafe_overlap_steps,return,steps,completion_time_s,max_riser,completion_fraction,intervention_count,intervention_event_count,mean_velocity_correction_norm,mean_velocity_correction_jerk,toe_riser_contact_impulse,toe_riser_contact_force_peak,post_intervention_mean_abs_root_roll,post_intervention_mean_abs_root_pitch,post_intervention_mean_support_foot_slip,minimum_nominal_margin,minimum_filtered_margin,maximum_nominal_safe_target_error,all_finite
201350932,0,True,False,False,False,False,6,6,-1.2491965293884277,518,10.36,9,1.0,0,0,0.0,0.0,51.54225158691406,535.34912109375,0.0,0.0,0.0,-11.285331726074219,-11.285331726074219,2.384185791015625e-07,True
201350932,1,True,False,False,False,False,6,6,1.6721649169921875,432,8.64,9,1.0,0,0,0.0,0.0,40.28395462036133,413.61114501953125,0.0,0.0,0.0,-11.571074485778809,-11.571074485778809,2.384185791015625e-07,True
201350932,2,True,False,False,False,False,9,9,-0.3666701316833496,443,8.86,9,1.0,0,0,0.0,0.0,60.43853759765625,970.8772583007812,0.0,0.0,0.0,-18.874279022216797,-18.874279022216797,2.384185791015625e-07,True
201350932,3,True,False,False,False,False,9,9,1.7925357818603516,433,8.66,9,1.0,0,0,0.0,0.0,73.20616912841797,606.6526489257812,0.0,0.0,0.0,-12.829182624816895,-12.829182624816895,2.384185791015625e-07,True
201350932,4,False,True,False,False,False,11,12,-13.229255676269531,374,7.48,7,0.7777777777777778,0,0,0.0,0.0,89.61751556396484,940.4496459960938,0.0,0.0,0.0,-15.660354614257812,-15.660354614257812,2.384185791015625e-07,True
201350932,5,True,False,False,False,False,11,11,-8.37949275970459,524,10.48,9,1.0,0,0,0.0,0.0,81.2862319946289,554.3106079101562,0.0,0.0,0.0,-31.180116653442383,-31.180116653442383,2.384185791015625e-07,True
201350932,6,True,False,False,False,False,8,8,-3.2248587608337402,488,9.76,9,1.0,0,0,0.0,0.0,61.41944885253906,486.2477722167969,0.0,0.0,0.0,-17.281118392944336,-17.281118392944336,2.384185791015625e-07,True
201350932,7,True,False,False,False,False,5,5,0.08468866348266602,404,8.08,9,1.0,0,0,0.0,0.0,39.290225982666016,534.4077758789062,0.0,0.0,0.0,-9.677417755126953,-9.677417755126953,2.384185791015625e-07,True
201350932,8,True,False,False,False,False,6,6,-6.064277172088623,586,11.72,9,1.0,0,0,0.0,0.0,33.94081497192383,422.3327941894531,0.0,0.0,0.0,-14.90468978881836,-14.90468978881836,2.384185791015625e-07,True
201350932,9,True,False,False,False,False,5,5,-0.6726093292236328,469,9.38,9,1.0,0,0,0.0,0.0,45.901973724365234,568.990966796875,0.0,0.0,0.0,-12.660454750061035,-12.660454750061035,2.384185791015625e-07,True
201350932,10,True,False,False,False,False,6,8,0.48348522186279297,466,9.32,9,1.0,0,0,0.0,0.0,51.61185836791992,736.080810546875,0.0,0.0,0.0,-17.4012451171875,-17.4012451171875,2.384185791015625e-07,True
201350932,11,True,False,False,False,False,7,7,-0.49076080322265625,391,7.82,9,1.0,0,0,0.0,0.0,65.35470581054688,726.2338256835938,0.0,0.0,0.0,-11.167207717895508,-11.167207717895508,2.384185791015625e-07,True
201350932,12,True,False,False,False,False,3,3,-3.6181507110595703,543,10.86,9,1.0,0,0,0.0,0.0,23.780818939208984,474.0871276855469,0.0,0.0,0.0,-16.925701141357422,-16.925701141357422,2.384185791015625e-07,True
201350932,13,True,False,False,False,False,7,8,-5.837424278259277,540,10.8,9,1.0,0,0,0.0,0.0,48.77920150756836,463.7662353515625,0.0,0.0,0.0,-17.036460876464844,-17.036460876464844,2.384185791015625e-07,True
201350932,14,False,True,False,False,False,1,1,-5.398975849151611,155,3.1,2,0.2222222222222222,0,0,0.0,0.0,9.178627967834473,458.9314270019531,0.0,0.0,0.0,-14.977537155151367,-14.977537155151367,2.384185791015625e-07,True
201350932,15,False,True,False,False,False,7,7,-9.706319808959961,414,8.28,9,1.0,0,0,0.0,0.0,44.805328369140625,435.39501953125,0.0,0.0,0.0,-16.386816024780273,-16.386816024780273,2.384185791015625e-07,True
201350932,16,False,True,False,False,False,8,9,-12.06289291381836,414,8.28,9,1.0,0,0,0.0,0.0,56.03466796875,454.7671813964844,0.0,0.0,0.0,-20.107885360717773,-20.107885360717773,2.384185791015625e-07,True
201350932,17,True,False,False,False,False,7,7,0.4146003723144531,348,6.96,9,1.0,0,0,0.0,0.0,62.10421371459961,668.3803100585938,0.0,0.0,0.0,-8.539937019348145,-8.539937019348145,2.384185791015625e-07,True
201350932,18,True,False,False,False,False,5,6,-2.947209358215332,469,9.38,9,1.0,0,0,0.0,0.0,38.18037796020508,721.966064453125,0.0,0.0,0.0,-19.567562103271484,-19.567562103271484,2.384185791015625e-07,True
201350932,19,False,True,False,False,False,2,2,-9.120124816894531,181,3.62,1,0.1111111111111111,0,0,0.0,0.0,19.094253540039062,655.862060546875,0.0,0.0,0.0,-17.26165199279785,-17.26165199279785,1.1920928955078125e-07,True
201350932,20,False,True,False,False,False,8,8,-13.656963348388672,343,6.86,8,0.8888888888888888,0,0,0.0,0.0,78.29288482666016,1034.062255859375,0.0,0.0,0.0,-19.281780242919922,-19.281780242919922,2.384185791015625e-07,True
201350932,21,True,False,False,False,False,6,6,0.5546655654907227,403,8.06,9,1.0,0,0,0.0,0.0,48.1348762512207,493.67205810546875,0.0,0.0,0.0,-12.894325256347656,-12.894325256347656,2.384185791015625e-07,True
201350932,22,True,False,False,False,False,6,6,-0.1723628044128418,417,8.34,9,1.0,0,0,0.0,0.0,48.657554626464844,557.4223022460938,0.0,0.0,0.0,-16.180862426757812,-16.180862426757812,2.384185791015625e-07,True
201350932,23,True,False,False,False,False,4,4,-4.838416576385498,501,10.02,9,1.0,0,0,0.0,0.0,41.70732116699219,674.386474609375,0.0,0.0,0.0,-24.671890258789062,-24.671890258789062,2.384185791015625e-07,True
201350932,24,True,False,False,False,False,8,8,-0.23910999298095703,413,8.26,9,1.0,0,0,0.0,0.0,75.80913543701172,818.7136840820312,0.0,0.0,0.0,-17.329133987426758,-17.329133987426758,2.384185791015625e-07,True
