context,domain,condition,runtime_filter,episodes,success_rate,fall_rate,mean_return,mean_reached_riser,mean_completion_time_s,mean_success_completion_time_s,intervention_steps_per_riser,counterfactual_would_intervene_fraction,mean_correction_norm,mean_counterfactual_correction_norm,nominal_barrier_violation_steps_per_riser,toe_riser_kick_events_per_riser,unsafe_overlap_steps_per_riser,mean_episode_minimum_nominal_barrier_margin,global_minimum_nominal_barrier_margin,kick_episode_rate,checkpoint_sha256,actor_state_sha256
F1,target,v31_A2_off,False,512,0.609375,0.390625,-5.272403283044696,7.826171875,8.4269140625,9.621987179487181,0.0,0.12056329932461561,6.347082876456018e-08,0.02632143167582966,6.480658847017719,0.7439480908410282,0.9056650860993262,-18.0255296677351,-39.84300231933594,0.955078125,65ebc05a007fda98076b4c671028cf3ce2026db0fc0da5ac6c056c207363967f,adeb5c6c0afc9d58b7881636e51c3970f91cacefd981eaba3634f413f8866f60
F1,target,v31_A2_on,True,512,0.75,0.25,-5.340476016048342,8.107421875,8.4684765625,9.216510416666667,6.1708022163334135,0.11815418394505357,0.03006651316255987,0.03006651316255987,6.161888701517706,0.7239219465189111,0.8291977836665864,-20.16978408768773,-111.23072814941406,0.986328125,65ebc05a007fda98076b4c671028cf3ce2026db0fc0da5ac6c056c207363967f,adeb5c6c0afc9d58b7881636e51c3970f91cacefd981eaba3634f413f8866f60
F1,target,LongConstant_off,False,512,0.66015625,0.33984375,-4.624757571611553,7.96875,8.5687890625,9.532544378698224,0.0,0.11593218484598447,6.350135349133088e-08,0.024997992935120495,6.224509803921569,0.7254901960784313,0.8651960784313726,-17.76001124829054,-38.547325134277344,0.96484375,f33f0a8abb7914ff88c3ea03570751fec85ff9afb65790d9f1d03f96cabbfbf0,6ec59d1e8c9d5f977d24c3195e0c014287bbedc4b30c55238dea45a1f75983eb
F1,target,LongConstant_on,True,512,0.763671875,0.236328125,-4.6610061172395945,8.296875,8.5134375,9.229309462915602,5.957156308851224,0.11611239584480416,0.029029081347177448,0.029029081347177448,5.949858757062147,0.7062146892655368,0.8097928436911488,-19.36987672559917,-104.8452377319336,0.994140625,f33f0a8abb7914ff88c3ea03570751fec85ff9afb65790d9f1d03f96cabbfbf0,6ec59d1e8c9d5f977d24c3195e0c014287bbedc4b30c55238dea45a1f75983eb
F1,target,LongDecay_off,False,512,0.6640625,0.3359375,-4.5724568157456815,7.984375,8.5512890625,9.572,0.0,0.11622882149529722,6.352328183884609e-08,0.025159095107379393,6.211839530332681,0.738013698630137,0.863013698630137,-17.962490648031235,-35.34598159790039,0.974609375,6d610543e3060306ecbe9fdfa24080d7009f809f65a341c8a31f1295baa4009c,3daf21d33c5dc6b72f54a1a55114719b73af4bfd1c5f5a5c64af7d50a425bbaf
F1,target,LongDecay_on,True,512,0.73046875,0.26953125,-5.53527100617066,8.197265625,8.4514453125,9.208395721925134,6.151536812008578,0.11933055089504846,0.030204577515121386,0.030204577515121386,6.14534191088873,0.7143197522039552,0.8291636883488206,-20.591135520488024,-109.66273498535156,0.99609375,6d610543e3060306ecbe9fdfa24080d7009f809f65a341c8a31f1295baa4009c,3daf21d33c5dc6b72f54a1a55114719b73af4bfd1c5f5a5c64af7d50a425bbaf
F1,target,Mixed_off,False,512,0.625,0.375,-5.057011667173356,7.919921875,8.5237890625,9.5826875,0.0,0.11797405239930525,6.33769218252832e-08,0.025522548459688692,6.335881627620222,0.7213316892725031,0.8574599260172626,-18.056814346462488,-62.65548324584961,0.966796875,3dae0f9cafdb522c5208380cafb0fc7a4fc4ff202619f7ea6f8d66412250ec47,ef0d6a3c495753caaec9b44eaa306b859d4a259441de48e47c77f7984e0f5c22
F1,target,Mixed_on,True,512,0.755859375,0.244140625,-4.955131213180721,8.1875,8.456640624999999,9.180516795865634,6.077767175572519,0.11768672917917687,0.029452566943260487,0.029452566943260487,6.069656488549619,0.7342557251908397,0.8201335877862596,-19.81038537248969,-110.15790557861328,0.994140625,3dae0f9cafdb522c5208380cafb0fc7a4fc4ff202619f7ea6f8d66412250ec47,ef0d6a3c495753caaec9b44eaa306b859d4a259441de48e47c77f7984e0f5c22
F1,D0,v31_A2_on,True,256,0.92578125,0.07421875,6.573652406223118,8.8359375,9.762890625,9.948691983122364,3.022546419098143,0.054711319169367424,0.008862325167668345,0.008862325167668345,3.019893899204244,0.9434129089301503,1.041998231653404,-14.275004817172885,-50.518287658691406,1.0,65ebc05a007fda98076b4c671028cf3ce2026db0fc0da5ac6c056c207363967f,adeb5c6c0afc9d58b7881636e51c3970f91cacefd981eaba3634f413f8866f60
F1,D0,LongConstant_on,True,256,0.92578125,0.07421875,6.5906706200912595,8.83984375,9.803515625,9.979578059071729,2.9938135218736193,0.05399051679483604,0.00857692730209716,0.00857692730209716,2.9916040653999114,0.9270879363676535,1.0503756076005302,-13.360364200547338,-55.60029602050781,1.0,f33f0a8abb7914ff88c3ea03570751fec85ff9afb65790d9f1d03f96cabbfbf0,6ec59d1e8c9d5f977d24c3195e0c014287bbedc4b30c55238dea45a1f75983eb
