specialist,adaptation_seed,round,fraction,screen_seed,screen_episodes,old_success,candidate_success,screen_success_delta,old_fall,candidate_fall,screen_fall_delta,mean_kl,screen_eligible,screen_best,confirmation_seed,confirmation_success_delta,confirmation_fall_delta,target_gate_accepted,d0_rollback,retained
contact_stability,373,1,0.5,20373,64,0.78125,0.640625,-0.140625,0.21875,0.359375,0.140625,5.925332152401097e-05,True,False,30373,0.0,0.0,False,False,False
contact_stability,373,1,1.0,20373,64,0.78125,0.609375,-0.171875,0.21875,0.390625,0.171875,0.00023703646729700267,True,False,30373,0.0,0.0,False,False,False
contact_stability,373,1,1.5,20373,64,0.78125,0.734375,-0.046875,0.21875,0.265625,0.046875,0.0005333367153070867,True,True,30373,0.0,0.0,False,False,False
contact_stability,373,2,0.5,40373,64,0.734375,0.6875,-0.046875,0.265625,0.3125,0.046875,8.879754750523716e-05,True,False,50373,-0.015625,0.015625,False,False,False
contact_stability,373,2,1.0,40373,64,0.734375,0.71875,-0.015625,0.265625,0.28125,0.015625,0.0003551864647306502,True,True,50373,-0.015625,0.015625,False,False,False
contact_stability,373,2,1.5,40373,64,0.734375,0.71875,-0.015625,0.265625,0.28125,0.015625,0.0007991539896465838,True,False,50373,-0.015625,0.015625,False,False,False
contact_stability,373,3,0.5,60373,64,0.765625,0.765625,0.0,0.234375,0.234375,0.0,6.537318404298276e-05,True,True,70373,-0.046875,0.046875,False,False,False
contact_stability,373,3,1.0,60373,64,0.765625,0.625,-0.140625,0.234375,0.375,0.140625,0.0002615097037050873,True,False,70373,-0.046875,0.046875,False,False,False
contact_stability,373,3,1.5,60373,64,0.765625,0.625,-0.140625,0.234375,0.375,0.140625,0.0005884014535695314,True,False,70373,-0.046875,0.046875,False,False,False
contact_stability,373,4,0.5,80373,64,0.703125,0.84375,0.140625,0.296875,0.15625,-0.140625,8.620796870673075e-05,True,True,90373,0.0546875,-0.0546875,True,False,True
contact_stability,373,4,1.0,80373,64,0.703125,0.78125,0.078125,0.296875,0.21875,-0.078125,0.00034484293428249657,True,False,90373,0.0546875,-0.0546875,True,False,False
contact_stability,373,4,1.5,80373,64,0.703125,0.734375,0.03125,0.296875,0.265625,-0.03125,0.0007758860010653734,True,False,90373,0.0546875,-0.0546875,True,False,False
contact_stability,373,5,0.5,100373,64,0.78125,0.734375,-0.046875,0.21875,0.265625,0.046875,8.061313565121964e-05,True,False,110373,0.1015625,-0.1015625,True,False,False
contact_stability,373,5,1.0,100373,64,0.78125,0.6875,-0.09375,0.21875,0.3125,0.09375,0.0003224652027711272,True,False,110373,0.1015625,-0.1015625,True,False,False
contact_stability,373,5,1.5,100373,64,0.78125,0.75,-0.03125,0.21875,0.25,0.03125,0.0007255396340042353,True,True,110373,0.1015625,-0.1015625,True,False,True
contact_stability,373,6,0.5,120373,64,0.671875,0.671875,0.0,0.328125,0.328125,0.0,6.724632112309337e-05,True,False,130373,-0.0390625,0.0390625,False,False,False
contact_stability,373,6,1.0,120373,64,0.671875,0.703125,0.03125,0.328125,0.296875,-0.03125,0.0002689874963834882,True,False,130373,-0.0390625,0.0390625,False,False,False
contact_stability,373,6,1.5,120373,64,0.671875,0.828125,0.15625,0.328125,0.171875,-0.15625,0.0006052192766219378,True,True,130373,-0.0390625,0.0390625,False,False,False
contact_stability,373,7,0.5,140373,64,0.796875,0.578125,-0.21875,0.203125,0.421875,0.21875,8.283763600047678e-05,True,False,150373,0.0,0.0,False,False,False
contact_stability,373,7,1.0,140373,64,0.796875,0.703125,-0.09375,0.203125,0.296875,0.09375,0.0003313631168566644,True,False,150373,0.0,0.0,False,False,False
contact_stability,373,7,1.5,140373,64,0.796875,0.734375,-0.0625,0.203125,0.265625,0.0625,0.0007455531740561128,True,True,150373,0.0,0.0,False,False,False
contact_stability,373,8,0.5,160373,64,0.65625,0.6875,0.03125,0.34375,0.3125,-0.03125,7.544716208940372e-05,True,True,170373,-0.078125,0.078125,False,False,False
contact_stability,373,8,1.0,160373,64,0.65625,0.59375,-0.0625,0.34375,0.40625,0.0625,0.00030181059264577925,True,False,170373,-0.078125,0.078125,False,False,False
contact_stability,373,8,1.5,160373,64,0.65625,0.671875,0.015625,0.34375,0.328125,-0.015625,0.0006790843326598406,True,False,170373,-0.078125,0.078125,False,False,False
