specialist,adaptation_seed,round,fraction,screen_seed,screen_episodes,old_success,candidate_success,screen_success_delta,old_fall,candidate_fall,screen_fall_delta,mean_kl,screen_eligible,screen_best,confirmation_seed,confirmation_success_delta,confirmation_fall_delta,target_gate_accepted,d0_rollback,retained
lateral,173,1,0.5,20173,64,0.6875,0.734375,0.046875,0.3125,0.265625,-0.046875,7.546487904619426e-05,True,False,30173,0.0234375,-0.0234375,True,False,False
lateral,173,1,1.0,20173,64,0.6875,0.71875,0.03125,0.3125,0.28125,-0.03125,0.0003018651041202247,True,False,30173,0.0234375,-0.0234375,True,False,False
lateral,173,1,1.5,20173,64,0.6875,0.75,0.0625,0.3125,0.25,-0.0625,0.0006791870691813529,True,True,30173,0.0234375,-0.0234375,True,False,True
lateral,173,2,0.5,40173,64,0.75,0.859375,0.109375,0.25,0.140625,-0.109375,8.650208474136889e-05,True,True,50173,-0.0234375,0.0234375,False,False,False
lateral,173,2,1.0,40173,64,0.75,0.765625,0.015625,0.25,0.234375,-0.015625,0.0003460244624875486,True,False,50173,-0.0234375,0.0234375,False,False,False
lateral,173,2,1.5,40173,64,0.75,0.796875,0.046875,0.25,0.203125,-0.046875,0.0007785598281770945,True,False,50173,-0.0234375,0.0234375,False,False,False
lateral,173,3,0.5,60173,64,0.78125,0.796875,0.015625,0.21875,0.203125,-0.015625,8.139116107486188e-05,True,True,70173,0.0625,-0.0625,True,False,True
lateral,173,3,1.0,60173,64,0.78125,0.6875,-0.09375,0.21875,0.3125,0.09375,0.00032557465601712465,True,False,70173,0.0625,-0.0625,True,False,False
lateral,173,3,1.5,60173,64,0.78125,0.796875,0.015625,0.21875,0.203125,-0.015625,0.0007325503975152969,True,False,70173,0.0625,-0.0625,True,False,False
lateral,173,4,0.5,80173,64,0.671875,0.75,0.078125,0.328125,0.25,-0.078125,8.041180262807757e-05,True,False,90173,-0.078125,0.078125,False,False,False
lateral,173,4,1.0,80173,64,0.671875,0.796875,0.125,0.328125,0.203125,-0.125,0.0003216615004930645,True,False,90173,-0.078125,0.078125,False,False,False
lateral,173,4,1.5,80173,64,0.671875,0.8125,0.140625,0.328125,0.1875,-0.140625,0.0007237466634251177,True,True,90173,-0.078125,0.078125,False,False,False
lateral,173,5,0.5,100173,64,0.65625,0.765625,0.109375,0.34375,0.234375,-0.109375,7.371758692897856e-05,True,True,110173,-0.125,0.125,False,False,False
lateral,173,5,1.0,100173,64,0.65625,0.75,0.09375,0.34375,0.25,-0.09375,0.0002948930487036705,True,False,110173,-0.125,0.125,False,False,False
lateral,173,5,1.5,100173,64,0.65625,0.75,0.09375,0.34375,0.25,-0.09375,0.0006635328754782677,True,False,110173,-0.125,0.125,False,False,False
lateral,173,6,0.5,120173,64,0.65625,0.796875,0.140625,0.34375,0.203125,-0.140625,7.259073754539713e-05,True,True,130173,-0.015625,0.015625,False,False,False
lateral,173,6,1.0,120173,64,0.65625,0.625,-0.03125,0.34375,0.375,0.03125,0.0002903769782278687,True,False,130173,-0.015625,0.015625,False,False,False
lateral,173,6,1.5,120173,64,0.65625,0.71875,0.0625,0.34375,0.28125,-0.0625,0.0006533475243486464,True,False,130173,-0.015625,0.015625,False,False,False
lateral,173,7,0.5,140173,64,0.796875,0.8125,0.015625,0.203125,0.1875,-0.015625,7.424152863677591e-05,True,True,150173,0.0625,-0.0625,True,False,True
lateral,173,7,1.0,140173,64,0.796875,0.796875,0.0,0.203125,0.203125,0.0,0.00029697007266804576,True,False,150173,0.0625,-0.0625,True,False,False
lateral,173,7,1.5,140173,64,0.796875,0.671875,-0.125,0.203125,0.328125,0.125,0.0006681761587969959,True,False,150173,0.0625,-0.0625,True,False,False
lateral,173,8,0.5,160173,64,0.75,0.765625,0.015625,0.25,0.234375,-0.015625,8.590218203607947e-05,True,True,170173,-0.1015625,0.1015625,False,False,False
lateral,173,8,1.0,160173,64,0.75,0.71875,-0.03125,0.25,0.28125,0.03125,0.00034362179576419294,True,False,170173,-0.1015625,0.1015625,False,False,False
lateral,173,8,1.5,160173,64,0.75,0.765625,0.015625,0.25,0.234375,-0.015625,0.0007731704972684383,True,False,170173,-0.1015625,0.1015625,False,False,False
