specialist,adaptation_seed,round,batch,rollout_seed,normal_start_count,failure_start_count,success_start_count,failure_bank_size,success_pool_size,matched_success_bank_size,exact_pair_count,exact_match_passed,maximum_marginal_imbalance,bank_transaction_attempted,bank_transaction_committed,bank_transaction_restored,usable_preflight_passed,cbf_intervention_fraction,cbf_correction_mean
lateral,173,1,1,1000183,40,12,12,256,1024,238,12,True,0,True,True,False,True,0.05126953125,0.0134001849219203
lateral,173,1,2,1000184,40,12,12,256,1024,215,12,True,0,True,True,False,True,0.0515289306640625,0.012949729338288307
lateral,173,2,1,1000193,40,12,12,256,1024,222,12,True,0,True,True,False,True,0.052947998046875,0.014241157099604607
lateral,173,2,2,1000194,40,12,12,256,1024,235,12,True,0,True,True,False,True,0.0491180419921875,0.012142548337578773
lateral,173,3,1,1000203,40,12,12,256,1024,237,12,True,0,True,True,False,True,0.049346923828125,0.012903914786875248
lateral,173,3,2,1000204,40,12,12,256,1024,237,12,True,0,True,True,False,True,0.0543212890625,0.013461066409945488
lateral,173,4,1,1000213,40,12,12,256,1024,240,12,True,0,True,True,False,True,0.0511474609375,0.013299970887601376
lateral,173,4,2,1000214,40,12,12,256,1024,242,12,True,0,True,True,False,True,0.0546112060546875,0.014833454042673111
lateral,173,5,1,1000223,40,12,12,256,1024,244,12,True,0,True,True,False,True,0.05181884765625,0.01287344191223383
lateral,173,5,2,1000224,40,12,12,256,1024,243,12,True,0,True,True,False,True,0.05517578125,0.015269363299012184
lateral,173,6,1,1000233,40,12,12,256,1024,242,12,True,0,True,True,False,True,0.0463714599609375,0.01013990119099617
lateral,173,6,2,1000234,40,12,12,256,1024,233,12,True,0,True,True,False,True,0.0497894287109375,0.011666154488921165
lateral,173,7,1,1000243,40,12,12,256,1024,232,12,True,0,True,True,False,True,0.0498809814453125,0.012987117283046246
lateral,173,7,2,1000244,40,12,12,256,1024,232,12,True,0,True,True,False,True,0.0515289306640625,0.012924895621836185
lateral,173,8,1,1000253,40,12,12,256,1024,232,12,True,0,True,True,False,True,0.04974365234375,0.01283441111445427
lateral,173,8,2,1000254,40,12,12,256,1024,233,12,True,0,True,True,False,True,0.0504302978515625,0.013308608904480934
