context,domain,condition,runtime_filter,episodes,success_rate,fall_rate,mean_return,mean_reached_riser,mean_completion_time_s,mean_success_completion_time_s,intervention_steps_per_riser,counterfactual_would_intervene_fraction,mean_correction_norm,mean_counterfactual_correction_norm,nominal_barrier_violation_steps_per_riser,toe_riser_kick_events_per_riser,unsafe_overlap_steps_per_riser,mean_episode_minimum_nominal_barrier_margin,global_minimum_nominal_barrier_margin,kick_episode_rate,checkpoint_sha256,actor_state_sha256
F2,target,base_off,False,512,0.5625,0.4375,-6.286168261431158,7.697265625,8.3677734375,9.704305555555557,0.0,0.12448241252946805,6.343003439868816e-08,0.02748309658362975,6.750824663790916,0.7490484648566353,0.9304744988581578,-18.243679631501436,-41.81064987182617,0.958984375,cb875d571e126d418c1908dcb4a2ef97851e6aa9e0a50dfcf7c42eabf5a892a8,19432232a4acfebb2a838eb3c9449393a47cfd3154e93f68171dcf4d1aaf47b1
F2,target,base_on,True,512,0.666015625,0.333984375,-7.532571372576058,7.900390625,8.2169921875,9.21683284457478,6.75327564894932,0.1298614247343776,0.034969722015574176,0.034969722015574176,6.741656365883808,0.7129789864029666,0.8291718170580964,-22.825640466064215,-112.89144134521484,0.99609375,cb875d571e126d418c1908dcb4a2ef97851e6aa9e0a50dfcf7c42eabf5a892a8,19432232a4acfebb2a838eb3c9449393a47cfd3154e93f68171dcf4d1aaf47b1
F2,target,A0_off,False,512,0.5859375,0.412109375,-6.43333630124107,7.84765625,8.5537890625,9.7358,0.0,0.1255702653703357,6.341341692246347e-08,0.02820492444259436,6.826032852165256,0.7541065206570433,0.9955201592832255,-18.56109320372343,-48.35704040527344,0.98046875,3d71508482408acc8bc3b6492b5adfb890e083594c2e8138478cbfb7e56dbc34,d8302d0546cd723e1838d4775b958475048f79efd605efc516798b71d703230f
F2,target,A0_on,True,512,0.662109375,0.337890625,-7.2723886501044035,7.984375,8.251875,9.12631268436578,6.576320939334638,0.12726274331591306,0.03371533316969284,0.03371533316969284,6.5648238747553815,0.7316536203522505,0.8605675146771037,-21.743624983355403,-183.12095642089844,0.99609375,3d71508482408acc8bc3b6492b5adfb890e083594c2e8138478cbfb7e56dbc34,d8302d0546cd723e1838d4775b958475048f79efd605efc516798b71d703230f
F2,target,A1_off,False,512,0.666015625,0.33203125,-4.557940862607211,8.03125,7.5290625,8.089149560117304,0.0,0.0841219441331507,6.917093846277974e-08,0.017614080007700785,3.9287451361867705,0.7222762645914397,0.9277723735408561,-15.276986008509994,-90.999267578125,1.0,d5fe4f54531a56d419fb9aa07f33f0251d6371ea6238c5cdd56dbbadef5c5af6,2f8e71abc872f2002a5ab210d3295f5a26098854dda9448349c7439c186a6304
F2,target,A1_on,True,512,0.611328125,0.38671875,-4.8408002643845975,7.705078125,6.662382812500001,7.512076677316294,3.694803548795944,0.08546116547547154,0.020489073439493258,0.020489073439493258,3.6844106463878328,0.6093789607097592,0.6963244613434727,-18.4892723178491,-123.33734130859375,0.978515625,d5fe4f54531a56d419fb9aa07f33f0251d6371ea6238c5cdd56dbbadef5c5af6,2f8e71abc872f2002a5ab210d3295f5a26098854dda9448349c7439c186a6304
F2,target,A2_off,False,512,0.58203125,0.41796875,-6.113475613296032,7.8359375,8.57453125,9.821610738255034,0.0,0.12393170180585673,6.341665056129752e-08,0.0269974013499434,6.766699900299103,0.7622133599202393,0.9115154536390827,-17.830713890492916,-44.35573196411133,0.978515625,00ed5967ebebe8f60832c53030f586e8a4fb39b9ad8ee3df70acdf00ba20abdb,b288dee02a4b53eebb03702b1f608448e8360fc8818c9f46340fc9d73d5bb92f
F2,target,A2_on,True,512,0.701171875,0.298828125,-6.551670804154128,8.052734375,8.3069921875,9.220278551532033,6.484113509580403,0.12571299592305052,0.03315043337625103,0.03315043337625103,6.474896919718652,0.7324763521707495,0.8433179723502304,-21.09710500203073,-105.27047729492188,0.990234375,00ed5967ebebe8f60832c53030f586e8a4fb39b9ad8ee3df70acdf00ba20abdb,b288dee02a4b53eebb03702b1f608448e8360fc8818c9f46340fc9d73d5bb92f
F2,D0,base_on,True,256,0.90625,0.09375,6.407370486296713,8.8515625,9.7875,9.939137931034484,2.997793468667255,0.05422254150702427,0.008912129651655182,0.008912129651655182,2.995145631067961,0.9263018534863195,1.0061782877316858,-13.819038277491927,-50.56795120239258,1.0,cb875d571e126d418c1908dcb4a2ef97851e6aa9e0a50dfcf7c42eabf5a892a8,19432232a4acfebb2a838eb3c9449393a47cfd3154e93f68171dcf4d1aaf47b1
F2,D0,A0_on,True,256,0.90625,0.09375,6.20718474406749,8.86328125,9.805078125000001,9.978620689655171,3.0639048038783607,0.055392215449583684,0.009150077806925432,0.009150077806925432,3.0617011899515205,0.9427060379021596,1.0246804759806083,-14.547016076743603,-62.7950325012207,1.0,3d71508482408acc8bc3b6492b5adfb890e083594c2e8138478cbfb7e56dbc34,d8302d0546cd723e1838d4775b958475048f79efd605efc516798b71d703230f
F2,D0,A1_on,True,256,0.94921875,0.05078125,5.056930164806545,8.8828125,7.43203125,7.496213991769547,1.3210202286719437,0.031577840849364026,0.004502207979060217,0.004502207979060217,1.3201407211961302,0.6956904133685137,0.731750219876869,-9.952550093643367,-79.82337951660156,0.99609375,d5fe4f54531a56d419fb9aa07f33f0251d6371ea6238c5cdd56dbbadef5c5af6,2f8e71abc872f2002a5ab210d3295f5a26098854dda9448349c7439c186a6304
F2,D0,A2_on,True,256,0.91015625,0.08984375,6.2518794713541865,8.8828125,9.83546875,9.97656652360515,3.025505716798593,0.054649149284318556,0.009458175454523848,0.009458175454523848,3.0237467018469655,0.9665787159190853,1.0624450307827618,-13.554956998676062,-78.38520812988281,1.0,00ed5967ebebe8f60832c53030f586e8a4fb39b9ad8ee3df70acdf00ba20abdb,b288dee02a4b53eebb03702b1f608448e8360fc8818c9f46340fc9d73d5bb92f
