specialist,adaptation_seed,round,fraction,screen_seed,screen_episodes,old_success,candidate_success,screen_success_delta,old_fall,candidate_fall,screen_fall_delta,mean_kl,screen_eligible,screen_best,confirmation_seed,confirmation_success_delta,confirmation_fall_delta,target_gate_accepted,d0_rollback,retained
contact_stability,173,1,0.5,20173,64,0.71875,0.78125,0.0625,0.28125,0.21875,-0.0625,6.43288076389581e-05,True,True,30173,0.0703125,-0.0703125,True,False,True
contact_stability,173,1,1.0,20173,64,0.71875,0.71875,0.0,0.28125,0.28125,0.0,0.0002573321689851582,True,False,30173,0.0703125,-0.0703125,True,False,False
contact_stability,173,1,1.5,20173,64,0.71875,0.75,0.03125,0.28125,0.25,-0.03125,0.0005790132563561201,True,False,30173,0.0703125,-0.0703125,True,False,False
contact_stability,173,2,0.5,40173,64,0.703125,0.78125,0.078125,0.296875,0.21875,-0.078125,8.46296752570197e-05,True,True,50173,0.0,0.0,False,False,False
contact_stability,173,2,1.0,40173,64,0.703125,0.75,0.046875,0.296875,0.25,-0.046875,0.0003385325544513762,True,False,50173,0.0,0.0,False,False,False
contact_stability,173,2,1.5,40173,64,0.703125,0.703125,0.0,0.296875,0.296875,0.0,0.0007617105729877949,True,False,50173,0.0,0.0,False,False,False
contact_stability,173,3,0.5,60173,64,0.734375,0.765625,0.03125,0.265625,0.234375,-0.03125,8.035829523578286e-05,True,True,70173,0.0390625,-0.0390625,True,False,True
contact_stability,173,3,1.0,60173,64,0.734375,0.6875,-0.046875,0.265625,0.3125,0.046875,0.0003214408934582025,True,False,70173,0.0390625,-0.0390625,True,False,False
contact_stability,173,3,1.5,60173,64,0.734375,0.703125,-0.03125,0.265625,0.296875,0.03125,0.0007232404313981533,True,False,70173,0.0390625,-0.0390625,True,False,False
contact_stability,173,4,0.5,80173,64,0.6875,0.71875,0.03125,0.3125,0.28125,-0.03125,6.728085281793028e-05,True,False,90173,0.0,0.0,False,False,False
contact_stability,173,4,1.0,80173,64,0.6875,0.796875,0.109375,0.3125,0.203125,-0.109375,0.000269139651209116,True,True,90173,0.0,0.0,False,False,False
contact_stability,173,4,1.5,80173,64,0.6875,0.796875,0.109375,0.3125,0.203125,-0.109375,0.0006055674748495221,True,False,90173,0.0,0.0,False,False,False
contact_stability,173,5,0.5,100173,64,0.703125,0.703125,0.0,0.296875,0.296875,0.0,7.66510856919922e-05,True,False,110173,0.03125,-0.03125,True,False,False
contact_stability,173,5,1.0,100173,64,0.703125,0.8125,0.109375,0.296875,0.1875,-0.109375,0.0003066260542254895,True,True,110173,0.03125,-0.03125,True,False,True
contact_stability,173,5,1.5,100173,64,0.703125,0.6875,-0.015625,0.296875,0.3125,0.015625,0.0006899294094182551,True,False,110173,0.03125,-0.03125,True,False,False
contact_stability,173,6,0.5,120173,64,0.6875,0.78125,0.09375,0.3125,0.21875,-0.09375,8.340399654116482e-05,True,True,130173,0.015625,-0.015625,True,False,True
contact_stability,173,6,1.0,120173,64,0.6875,0.625,-0.0625,0.3125,0.375,0.0625,0.00033361627720296383,True,False,130173,0.015625,-0.015625,True,False,False
contact_stability,173,6,1.5,120173,64,0.6875,0.703125,0.015625,0.3125,0.296875,-0.015625,0.0007506205001845956,True,False,130173,0.015625,-0.015625,True,False,False
contact_stability,173,7,0.5,140173,64,0.75,0.6875,-0.0625,0.25,0.3125,0.0625,6.587618554476649e-05,True,False,150173,0.0703125,-0.0703125,True,False,False
contact_stability,173,7,1.0,140173,64,0.75,0.765625,0.015625,0.25,0.234375,-0.015625,0.00026351111591793597,True,True,150173,0.0703125,-0.0703125,True,False,True
contact_stability,173,7,1.5,140173,64,0.75,0.703125,-0.046875,0.25,0.296875,0.046875,0.0005928928148932755,True,False,150173,0.0703125,-0.0703125,True,False,False
contact_stability,173,8,0.5,160173,64,0.671875,0.765625,0.09375,0.328125,0.234375,-0.09375,7.48787060729228e-05,True,True,170173,0.09375,-0.09375,True,False,True
contact_stability,173,8,1.0,160173,64,0.671875,0.65625,-0.015625,0.328125,0.34375,0.015625,0.00029952620388939977,True,False,170173,0.09375,-0.09375,True,False,False
contact_stability,173,8,1.5,160173,64,0.671875,0.71875,0.046875,0.328125,0.28125,-0.046875,0.0006739278906024992,True,False,170173,0.09375,-0.09375,True,False,False
