evaluation_seed,environment_id,success,fell,timed_out,ever_intervened,post_intervention_fall,toe_riser_kick_count,unsafe_overlap_steps,return,steps,completion_time_s,max_riser,completion_fraction,intervention_count,intervention_event_count,mean_velocity_correction_norm,mean_velocity_correction_jerk,toe_riser_contact_impulse,toe_riser_contact_force_peak,post_intervention_mean_abs_root_roll,post_intervention_mean_abs_root_pitch,post_intervention_mean_support_foot_slip,minimum_nominal_margin,minimum_filtered_margin,maximum_nominal_safe_target_error,all_finite
201353480,0,False,True,False,False,False,3,3,-6.1197991371154785,126,2.52,2,0.2222222222222222,0,0,0.0,0.0,21.22949981689453,372.2865295410156,0.0,0.0,0.0,-32.115821838378906,-32.115821838378906,2.384185791015625e-07,True
201353480,1,True,False,False,False,False,7,7,-0.026957035064697266,473,9.46,9,1.0,0,0,0.0,0.0,45.517356872558594,447.1837463378906,0.0,0.0,0.0,-17.53594970703125,-17.53594970703125,2.384185791015625e-07,True
201353480,2,False,True,False,False,False,10,10,-13.685396194458008,489,9.78,9,1.0,0,0,0.0,0.0,62.39495086669922,447.5876770019531,0.0,0.0,0.0,-15.007638931274414,-15.007638931274414,2.384185791015625e-07,True
201353480,3,True,False,False,False,False,5,5,-0.12283182144165039,420,8.4,9,1.0,0,0,0.0,0.0,35.45225143432617,453.1964416503906,0.0,0.0,0.0,-12.675524711608887,-12.675524711608887,2.384185791015625e-07,True
201353480,4,True,False,False,False,False,10,10,-2.4546995162963867,466,9.32,9,1.0,0,0,0.0,0.0,81.21983337402344,609.8497314453125,0.0,0.0,0.0,-32.87899398803711,-32.87899398803711,2.384185791015625e-07,True
201353480,5,True,False,False,False,False,4,4,-1.8416786193847656,414,8.28,9,1.0,0,0,0.0,0.0,20.120100021362305,424.6954345703125,0.0,0.0,0.0,-11.598592758178711,-11.598592758178711,2.384185791015625e-07,True
201353480,6,True,False,False,False,False,6,6,-0.036229610443115234,430,8.6,9,1.0,0,0,0.0,0.0,52.997406005859375,674.435791015625,0.0,0.0,0.0,-19.215425491333008,-19.215425491333008,2.384185791015625e-07,True
201353480,7,True,False,False,False,False,9,11,-4.436118125915527,506,10.120000000000001,9,1.0,0,0,0.0,0.0,84.97421264648438,996.9376831054688,0.0,0.0,0.0,-19.721397399902344,-19.721397399902344,2.384185791015625e-07,True
201353480,8,True,False,False,False,False,7,7,-0.4944925308227539,433,8.66,9,1.0,0,0,0.0,0.0,56.30331039428711,452.63873291015625,0.0,0.0,0.0,-10.940210342407227,-10.940210342407227,2.384185791015625e-07,True
201353480,9,True,False,False,False,False,7,7,-1.15250825881958,457,9.14,9,1.0,0,0,0.0,0.0,60.367225646972656,533.5189819335938,0.0,0.0,0.0,-16.871273040771484,-16.871273040771484,2.384185791015625e-07,True
