evaluation_seed,environment_id,success,fell,timed_out,ever_intervened,post_intervention_fall,toe_riser_kick_count,unsafe_overlap_steps,return,steps,completion_time_s,max_riser,completion_fraction,intervention_count,intervention_event_count,mean_velocity_correction_norm,mean_velocity_correction_jerk,toe_riser_contact_impulse,toe_riser_contact_force_peak,post_intervention_mean_abs_root_roll,post_intervention_mean_abs_root_pitch,post_intervention_mean_support_foot_slip,minimum_nominal_margin,minimum_filtered_margin,maximum_nominal_safe_target_error,all_finite
201353480,0,True,False,False,False,False,4,4,0.5901775360107422,393,7.86,9,1.0,0,0,0.0,0.0,31.968917846679688,561.5067138671875,0.0,0.0,0.0,-9.13408374786377,-9.13408374786377,2.384185791015625e-07,True
201353480,1,True,False,False,False,False,16,17,-17.40683364868164,625,12.5,9,1.0,0,0,0.0,0.0,91.6747817993164,551.99267578125,0.0,0.0,0.0,-28.29961585998535,-28.29961585998535,2.384185791015625e-07,True
201353480,2,True,False,False,False,False,10,11,-2.538334369659424,537,10.74,9,1.0,0,0,0.0,0.0,80.80008697509766,925.5795288085938,0.0,0.0,0.0,-20.212438583374023,-20.212438583374023,2.384185791015625e-07,True
201353480,3,True,False,False,False,False,5,5,-5.248012065887451,643,12.86,9,1.0,0,0,0.0,0.0,31.295040130615234,374.3948059082031,0.0,0.0,0.0,-17.614757537841797,-17.614757537841797,2.384185791015625e-07,True
201353480,4,True,False,False,False,False,7,7,-2.39805269241333,405,8.1,9,1.0,0,0,0.0,0.0,59.44316864013672,588.8713989257812,0.0,0.0,0.0,-30.70956039428711,-30.70956039428711,2.384185791015625e-07,True
201353480,5,True,False,False,False,False,5,6,0.13295269012451172,413,8.26,9,1.0,0,0,0.0,0.0,43.790523529052734,563.6841430664062,0.0,0.0,0.0,-9.757311820983887,-9.757311820983887,2.384185791015625e-07,True
201353480,6,False,True,False,False,False,7,7,-16.809818267822266,592,11.84,9,1.0,0,0,0.0,0.0,46.7794189453125,448.0453796386719,0.0,0.0,0.0,-17.58995819091797,-17.58995819091797,2.384185791015625e-07,True
201353480,7,False,True,False,False,False,4,5,-12.106494903564453,484,9.68,9,1.0,0,0,0.0,0.0,39.40132141113281,555.4915771484375,0.0,0.0,0.0,-19.70298194885254,-19.70298194885254,2.384185791015625e-07,True
201353480,8,True,False,False,False,False,9,9,-1.307685375213623,425,8.5,9,1.0,0,0,0.0,0.0,69.13294219970703,476.5279541015625,0.0,0.0,0.0,-16.91640853881836,-16.91640853881836,2.384185791015625e-07,True
201353480,9,True,False,False,False,False,8,8,0.6544971466064453,519,10.38,9,1.0,0,0,0.0,0.0,52.729522705078125,534.0565795898438,0.0,0.0,0.0,-13.601293563842773,-13.601293563842773,2.384185791015625e-07,True
