specialist,adaptation_seed,round,fraction,screen_seed,screen_episodes,old_success,candidate_success,screen_success_delta,old_fall,candidate_fall,screen_fall_delta,mean_kl,screen_eligible,screen_best,confirmation_seed,confirmation_success_delta,confirmation_fall_delta,target_gate_accepted,d0_rollback,retained
contact_stability,73,1,0.5,20073,64,0.796875,0.796875,0.0,0.203125,0.203125,0.0,6.481033051386476e-05,True,True,30073,0.0,-0.0078125,False,False,False
contact_stability,73,1,1.0,20073,64,0.796875,0.765625,-0.03125,0.203125,0.234375,0.03125,0.0002592568926047534,True,False,30073,0.0,-0.0078125,False,False,False
contact_stability,73,1,1.5,20073,64,0.796875,0.65625,-0.140625,0.203125,0.34375,0.140625,0.0005833444884046912,True,False,30073,0.0,-0.0078125,False,False,False
contact_stability,73,2,0.5,40073,64,0.8125,0.8125,0.0,0.1875,0.1875,0.0,7.915867172414437e-05,True,True,50073,0.03125,-0.03125,True,False,True
contact_stability,73,2,1.0,40073,64,0.8125,0.765625,-0.046875,0.1875,0.234375,0.046875,0.0003166523529216647,True,False,50073,0.03125,-0.03125,True,False,False
contact_stability,73,2,1.5,40073,64,0.8125,0.75,-0.0625,0.1875,0.25,0.0625,0.0007124769035726786,True,False,50073,0.03125,-0.03125,True,False,False
contact_stability,73,3,0.5,60073,64,0.65625,0.59375,-0.0625,0.34375,0.40625,0.0625,7.565612759208307e-05,True,False,70073,-0.015625,0.015625,False,False,False
contact_stability,73,3,1.0,60073,64,0.65625,0.71875,0.0625,0.34375,0.28125,-0.0625,0.00030263158259913325,True,False,70073,-0.015625,0.015625,False,False,False
contact_stability,73,3,1.5,60073,64,0.65625,0.75,0.09375,0.34375,0.25,-0.09375,0.0006809181068092585,True,True,70073,-0.015625,0.015625,False,False,False
contact_stability,73,4,0.5,80073,64,0.78125,0.65625,-0.125,0.21875,0.34375,0.125,8.278652967419475e-05,True,False,90073,0.0234375,-0.0234375,True,False,False
contact_stability,73,4,1.0,80073,64,0.78125,0.65625,-0.125,0.21875,0.34375,0.125,0.0003311733016744256,True,False,90073,0.0234375,-0.0234375,True,False,False
contact_stability,73,4,1.5,80073,64,0.78125,0.734375,-0.046875,0.21875,0.265625,0.046875,0.0007451465353369713,True,True,90073,0.0234375,-0.0234375,True,False,True
contact_stability,73,5,0.5,100073,64,0.71875,0.65625,-0.0625,0.28125,0.34375,0.0625,8.230171079048887e-05,True,False,110073,-0.0390625,0.0390625,False,False,False
contact_stability,73,5,1.0,100073,64,0.71875,0.71875,0.0,0.28125,0.28125,0.0,0.00032920559169724584,True,True,110073,-0.0390625,0.0390625,False,False,False
contact_stability,73,5,1.5,100073,64,0.71875,0.71875,0.0,0.28125,0.28125,0.0,0.0007406977820210159,True,False,110073,-0.0390625,0.0390625,False,False,False
contact_stability,73,6,0.5,120073,64,0.765625,0.78125,0.015625,0.234375,0.21875,-0.015625,6.359162216540426e-05,True,True,130073,0.0546875,-0.0546875,True,False,True
contact_stability,73,6,1.0,120073,64,0.765625,0.6875,-0.078125,0.234375,0.3125,0.078125,0.0002543769951444119,True,False,130073,0.0546875,-0.0546875,True,False,False
contact_stability,73,6,1.5,120073,64,0.765625,0.71875,-0.046875,0.234375,0.28125,0.046875,0.0005723374779336154,True,False,130073,0.0546875,-0.0546875,True,False,False
contact_stability,73,7,0.5,140073,64,0.703125,0.671875,-0.03125,0.296875,0.328125,0.03125,6.687725544907153e-05,True,False,150073,0.0390625,-0.0390625,True,False,False
contact_stability,73,7,1.0,140073,64,0.703125,0.71875,0.015625,0.296875,0.28125,-0.015625,0.0002675187133718282,True,False,150073,0.0390625,-0.0390625,True,False,False
contact_stability,73,7,1.5,140073,64,0.703125,0.75,0.046875,0.296875,0.25,-0.046875,0.0006019261199980974,True,True,150073,0.0390625,-0.0390625,True,False,True
contact_stability,73,8,0.5,160073,64,0.703125,0.703125,0.0,0.296875,0.296875,0.0,7.573048787890002e-05,True,False,170073,0.0625,-0.0625,True,False,False
contact_stability,73,8,1.0,160073,64,0.703125,0.71875,0.015625,0.296875,0.28125,-0.015625,0.00030292849987745285,True,True,170073,0.0625,-0.0625,True,False,True
contact_stability,73,8,1.5,160073,64,0.703125,0.6875,-0.015625,0.296875,0.3125,0.015625,0.000681596458889544,True,False,170073,0.0625,-0.0625,True,False,False
