evaluation_seed,environment_id,success,fell,timed_out,ever_intervened,post_intervention_fall,toe_riser_kick_count,unsafe_overlap_steps,return,steps,completion_time_s,max_riser,completion_fraction,intervention_count,intervention_event_count,mean_velocity_correction_norm,mean_velocity_correction_jerk,toe_riser_contact_impulse,toe_riser_contact_force_peak,post_intervention_mean_abs_root_roll,post_intervention_mean_abs_root_pitch,post_intervention_mean_support_foot_slip,minimum_nominal_margin,minimum_filtered_margin,maximum_nominal_safe_target_error,all_finite
201355280,0,False,True,False,False,False,5,5,-12.367156982421875,327,6.54,7,0.7777777777777778,0,0,0.0,0.0,46.73340606689453,561.079833984375,0.0,0.0,0.0,-27.861515045166016,-27.861515045166016,2.384185791015625e-07,True
201355280,1,True,False,False,False,False,6,6,0.37748241424560547,418,8.36,9,1.0,0,0,0.0,0.0,45.93282699584961,456.42498779296875,0.0,0.0,0.0,-19.844133377075195,-19.844133377075195,2.384185791015625e-07,True
201355280,2,True,False,False,False,False,10,10,0.503715991973877,378,7.5600000000000005,9,1.0,0,0,0.0,0.0,78.1707763671875,611.0240478515625,0.0,0.0,0.0,-9.346508979797363,-9.346508979797363,2.384185791015625e-07,True
201355280,3,False,True,False,False,False,2,2,-5.263307571411133,158,3.16,2,0.2222222222222222,0,0,0.0,0.0,13.603362083435059,383.3636779785156,0.0,0.0,0.0,-9.099719047546387,-9.099719047546387,1.1920928955078125e-07,True
201355280,4,True,False,False,False,False,5,5,0.2862100601196289,444,8.88,9,1.0,0,0,0.0,0.0,35.8294677734375,402.2245788574219,0.0,0.0,0.0,-15.506135940551758,-15.506135940551758,2.384185791015625e-07,True
201355280,5,True,False,False,False,False,8,8,0.007758617401123047,443,8.86,9,1.0,0,0,0.0,0.0,73.46153259277344,663.995361328125,0.0,0.0,0.0,-16.73019790649414,-16.73019790649414,2.384185791015625e-07,True
201355280,6,False,True,False,False,False,6,6,-11.671859741210938,279,5.58,2,0.2222222222222222,0,0,0.0,0.0,53.32499313354492,620.1976928710938,0.0,0.0,0.0,-36.4634895324707,-36.4634895324707,2.384185791015625e-07,True
201355280,7,True,False,False,False,False,8,8,-0.13588953018188477,456,9.120000000000001,9,1.0,0,0,0.0,0.0,67.476806640625,750.9103393554688,0.0,0.0,0.0,-10.897049903869629,-10.897049903869629,2.384185791015625e-07,True
201355280,8,True,False,False,False,False,8,9,0.4195852279663086,468,9.36,9,1.0,0,0,0.0,0.0,61.8026123046875,559.49853515625,0.0,0.0,0.0,-16.936372756958008,-16.936372756958008,2.384185791015625e-07,True
201355280,9,True,False,False,False,False,5,5,0.8577790260314941,414,8.28,9,1.0,0,0,0.0,0.0,41.05833053588867,520.529052734375,0.0,0.0,0.0,-10.13456916809082,-10.13456916809082,2.384185791015625e-07,True
