evaluation_seed,environment_id,success,fell,timed_out,ever_intervened,post_intervention_fall,toe_riser_kick_count,unsafe_overlap_steps,return,steps,completion_time_s,max_riser,completion_fraction,intervention_count,intervention_event_count,mean_velocity_correction_norm,mean_velocity_correction_jerk,toe_riser_contact_impulse,toe_riser_contact_force_peak,post_intervention_mean_abs_root_roll,post_intervention_mean_abs_root_pitch,post_intervention_mean_support_foot_slip,minimum_nominal_margin,minimum_filtered_margin,maximum_nominal_safe_target_error,all_finite
201351512,0,False,True,False,False,False,7,16,-9.074760437011719,324,6.48,4,0.4444444444444444,0,0,0.0,0.0,42.05418014526367,493.9226989746094,0.0,0.0,0.0,-17.123828887939453,-17.123828887939453,2.384185791015625e-07,True
201351512,1,True,False,False,False,False,6,6,-0.43513917922973633,535,10.700000000000001,9,1.0,0,0,0.0,0.0,49.43626022338867,537.7572021484375,0.0,0.0,0.0,-16.1323299407959,-16.1323299407959,2.384185791015625e-07,True
201351512,2,False,True,False,False,False,6,6,-37.96339797973633,517,10.34,9,1.0,0,0,0.0,0.0,49.656856536865234,617.2543334960938,0.0,0.0,0.0,-35.71846008300781,-35.71846008300781,2.384185791015625e-07,True
201351512,3,True,False,False,False,False,6,7,-0.0428318977355957,404,8.08,9,1.0,0,0,0.0,0.0,44.74803924560547,491.27301025390625,0.0,0.0,0.0,-10.676433563232422,-10.676433563232422,2.384185791015625e-07,True
201351512,4,False,True,False,False,False,8,12,-11.072548866271973,349,6.98,6,0.6666666666666666,0,0,0.0,0.0,43.584991455078125,460.7177429199219,0.0,0.0,0.0,-17.741416931152344,-17.741416931152344,2.384185791015625e-07,True
201351512,5,False,True,False,False,False,8,8,-11.637149810791016,442,8.84,9,1.0,0,0,0.0,0.0,58.256126403808594,523.4712524414062,0.0,0.0,0.0,-13.972748756408691,-13.972748756408691,2.384185791015625e-07,True
201351512,6,False,True,False,False,False,8,19,-8.912873268127441,313,6.26,4,0.4444444444444444,0,0,0.0,0.0,51.10968780517578,473.7328796386719,0.0,0.0,0.0,-18.563020706176758,-18.563020706176758,2.384185791015625e-07,True
201351512,7,False,True,False,False,False,9,9,-13.39810562133789,471,9.42,9,1.0,0,0,0.0,0.0,64.74189758300781,506.6441650390625,0.0,0.0,0.0,-14.17799186706543,-14.17799186706543,2.384185791015625e-07,True
201351512,8,True,False,False,False,False,5,5,0.08318424224853516,405,8.1,9,1.0,0,0,0.0,0.0,39.098167419433594,498.0973815917969,0.0,0.0,0.0,-12.452991485595703,-12.452991485595703,2.384185791015625e-07,True
201351512,9,True,False,False,False,False,6,6,0.47936439514160156,395,7.9,9,1.0,0,0,0.0,0.0,43.515384674072266,481.15118408203125,0.0,0.0,0.0,-10.079774856567383,-10.079774856567383,2.384185791015625e-07,True
201351512,10,True,False,False,False,False,11,12,-3.954399585723877,477,9.540000000000001,9,1.0,0,0,0.0,0.0,70.63689422607422,478.74969482421875,0.0,0.0,0.0,-12.33051586151123,-12.33051586151123,2.384185791015625e-07,True
201351512,11,False,True,False,False,False,5,5,-15.110904693603516,461,9.22,7,0.7777777777777778,0,0,0.0,0.0,33.18405532836914,441.3227844238281,0.0,0.0,0.0,-28.04035186767578,-28.04035186767578,2.384185791015625e-07,True
201351512,12,True,False,False,False,False,7,8,-2.270303249359131,469,9.38,9,1.0,0,0,0.0,0.0,67.88387298583984,807.118408203125,0.0,0.0,0.0,-18.26474380493164,-18.26474380493164,2.384185791015625e-07,True
201351512,13,True,False,False,False,False,4,4,-1.937732219696045,456,9.120000000000001,9,1.0,0,0,0.0,0.0,31.74110221862793,444.7117004394531,0.0,0.0,0.0,-12.443554878234863,-12.443554878234863,2.384185791015625e-07,True
201351512,14,True,False,False,False,False,7,7,-0.19212675094604492,409,8.18,9,1.0,0,0,0.0,0.0,52.551673889160156,553.7744140625,0.0,0.0,0.0,-16.61330795288086,-16.61330795288086,2.384185791015625e-07,True
201351512,15,True,False,False,False,False,6,6,-0.35016489028930664,431,8.620000000000001,9,1.0,0,0,0.0,0.0,43.63463592529297,633.60791015625,0.0,0.0,0.0,-18.27490234375,-18.27490234375,2.384185791015625e-07,True
201351512,16,True,False,False,False,False,7,7,-1.469655990600586,379,7.58,9,1.0,0,0,0.0,0.0,50.004119873046875,514.6617431640625,0.0,0.0,0.0,-9.91037368774414,-9.91037368774414,2.384185791015625e-07,True
201351512,17,True,False,False,False,False,5,8,-0.0013794898986816406,478,9.56,9,1.0,0,0,0.0,0.0,46.35233688354492,815.2083129882812,0.0,0.0,0.0,-9.848426818847656,-9.848426818847656,2.384185791015625e-07,True
201351512,18,True,False,False,False,False,3,3,-3.0478591918945312,464,9.28,9,1.0,0,0,0.0,0.0,27.668800354003906,687.8450927734375,0.0,0.0,0.0,-18.85938262939453,-18.85938262939453,2.384185791015625e-07,True
201351512,19,False,True,False,False,False,2,2,-7.2550048828125,289,5.78,7,0.7777777777777778,0,0,0.0,0.0,14.914604187011719,395.9806213378906,0.0,0.0,0.0,-12.070235252380371,-12.070235252380371,2.384185791015625e-07,True
201351512,20,False,True,False,False,False,4,4,-14.665979385375977,344,6.88,5,0.5555555555555556,0,0,0.0,0.0,21.036869049072266,422.9143371582031,0.0,0.0,0.0,-25.145225524902344,-25.145225524902344,2.384185791015625e-07,True
201351512,21,False,True,False,False,False,8,22,-13.32641315460205,360,7.2,5,0.5555555555555556,0,0,0.0,0.0,44.372406005859375,486.896484375,0.0,0.0,0.0,-20.346168518066406,-20.346168518066406,2.384185791015625e-07,True
201351512,22,True,False,False,False,False,8,8,-0.4392576217651367,358,7.16,9,1.0,0,0,0.0,0.0,68.30070495605469,511.4579772949219,0.0,0.0,0.0,-9.442169189453125,-9.442169189453125,2.384185791015625e-07,True
201351512,23,True,False,False,False,False,7,7,-0.3160743713378906,476,9.52,9,1.0,0,0,0.0,0.0,63.151432037353516,698.27783203125,0.0,0.0,0.0,-12.924662590026855,-12.924662590026855,2.384185791015625e-07,True
201351512,24,True,False,False,False,False,7,7,-4.92957878112793,490,9.8,9,1.0,0,0,0.0,0.0,51.31168746948242,456.9130859375,0.0,0.0,0.0,-17.39907455444336,-17.39907455444336,2.384185791015625e-07,True
