context,domain,condition,runtime_filter,episodes,success_rate,fall_rate,mean_return,mean_reached_riser,mean_completion_time_s,mean_success_completion_time_s,intervention_steps_per_riser,counterfactual_would_intervene_fraction,mean_correction_norm,mean_counterfactual_correction_norm,nominal_barrier_violation_steps_per_riser,toe_riser_kick_events_per_riser,unsafe_overlap_steps_per_riser,mean_episode_minimum_nominal_barrier_margin,global_minimum_nominal_barrier_margin,kick_episode_rate,checkpoint_sha256,actor_state_sha256
F3,target,base_off,False,512,0.48828125,0.51171875,-9.164013121277094,9.103515625,9.1660546875,10.8412,0.0,0.12672010773446524,6.419985853909196e-08,0.028245362499198744,6.360866766788243,0.7590645784166488,0.9585925767002789,-18.85564685985446,-40.051910400390625,0.978515625,cb875d571e126d418c1908dcb4a2ef97851e6aa9e0a50dfcf7c42eabf5a892a8,19432232a4acfebb2a838eb3c9449393a47cfd3154e93f68171dcf4d1aaf47b1
F3,target,base_on,True,512,0.630859375,0.369140625,-9.587436409667134,9.701171875,9.336523437499999,10.58532507739938,5.9844976847191464,0.12436457962889358,0.03262262041916935,0.03262262041916935,5.976645862693779,0.7243809140326153,0.8475941211999195,-21.461958227679133,-81.2374496459961,0.998046875,cb875d571e126d418c1908dcb4a2ef97851e6aa9e0a50dfcf7c42eabf5a892a8,19432232a4acfebb2a838eb3c9449393a47cfd3154e93f68171dcf4d1aaf47b1
F3,target,A0_off,False,512,0.501953125,0.498046875,-9.754586483351886,9.27734375,9.258906249999999,10.860544747081711,0.0,0.130275748012893,6.404950807502234e-08,0.03044036825353771,6.4846315789473685,0.7772631578947369,1.0686315789473684,-19.139038866385818,-79.24210357666016,0.96484375,ac8b439ae22ab16fe67af700321cba30a036f7b4be4a6a012bd67a6b25300490,6d322c797e0c3365578f834969fbce992794bbb356d5f75842944c10790ab67d
F3,target,A0_on,True,512,0.599609375,0.400390625,-9.915085500106215,9.623046875,9.29,10.546058631921825,6.094986807387863,0.12626984660925727,0.03221506293185368,0.03221506293185368,6.082606048305257,0.7393951694743252,0.850416074690481,-21.992299158126116,-109.30564880371094,0.994140625,ac8b439ae22ab16fe67af700321cba30a036f7b4be4a6a012bd67a6b25300490,6d322c797e0c3365578f834969fbce992794bbb356d5f75842944c10790ab67d
F3,target,A1_off,False,512,0.701171875,0.296875,-5.740971722174436,9.703125,8.3698046875,9.033314763231198,0.0,0.07945227216510242,7.010244782717219e-08,0.014919816475634323,3.417270531400966,0.7127616747181964,0.8458132045088567,-15.062570885755122,-55.561710357666016,1.0,7efdf3864bb78fb83f334501452d5aacc5ac67094a0811d8c5668c5e8c58c39b,9dc635162563f2432c9bd21b2c1fc86942af2e84615e15aaf4c8a6652efa3c65
F3,target,A1_on,True,512,0.630859375,0.369140625,-6.874624807853252,9.28515625,7.502656249999999,8.612755417956656,3.4533024821203195,0.08547493596018077,0.019638066456846185,0.019638066456846185,3.444467816575515,0.6396718552797644,0.6966764829617165,-20.105301696807146,-110.21294403076172,0.9921875,7efdf3864bb78fb83f334501452d5aacc5ac67094a0811d8c5668c5e8c58c39b,9dc635162563f2432c9bd21b2c1fc86942af2e84615e15aaf4c8a6652efa3c65
F3,target,A2_off,False,512,0.51171875,0.48828125,-8.880833394825459,9.203125,9.2164453125,10.833282442748091,0.0,0.12561191145243938,6.405924159665135e-08,0.027858805558111373,6.2752546689303905,0.7646434634974533,0.9575551782682513,-18.55147495865822,-38.439361572265625,0.984375,8fc5134f0bf083c09e259f61acb72ea85427fc3053335d665e0992bf6ed06e64,cff779ebb0816324066a9298afc7847787a1dff59a47bd18d3ad99a63ffec930
F3,target,A2_on,True,512,0.693359375,0.306640625,-8.839637727476656,9.802734375,9.4734375,10.571605633802816,5.942219565650528,0.12297542470724064,0.03110097166966157,0.03110097166966157,5.933851364813708,0.7162781430563857,0.806136680613668,-20.665854131802917,-102.10488891601562,0.998046875,8fc5134f0bf083c09e259f61acb72ea85427fc3053335d665e0992bf6ed06e64,cff779ebb0816324066a9298afc7847787a1dff59a47bd18d3ad99a63ffec930
F3,D0,base_on,True,256,0.921875,0.078125,6.5767295537516475,8.89453125,9.74421875,9.871610169491525,2.908651734738691,0.053100396068181455,0.008661168901731802,0.008661168901731802,2.9073342116820378,0.9139218269653052,0.9894598155467721,-13.631135527044535,-62.39115524291992,1.0,cb875d571e126d418c1908dcb4a2ef97851e6aa9e0a50dfcf7c42eabf5a892a8,19432232a4acfebb2a838eb3c9449393a47cfd3154e93f68171dcf4d1aaf47b1
F3,D0,A0_on,True,256,0.9453125,0.0546875,6.765709290280938,8.890625,9.761640625000002,9.893305785123967,2.960896309314587,0.05393400507407022,0.008676145144280329,0.008676145144280329,2.960456942003515,0.9099297012302284,0.9815465729349736,-13.651440689340234,-55.4927978515625,0.99609375,ac8b439ae22ab16fe67af700321cba30a036f7b4be4a6a012bd67a6b25300490,6d322c797e0c3365578f834969fbce992794bbb356d5f75842944c10790ab67d
