specialist,adaptation_seed,round,fraction,screen_seed,screen_episodes,old_success,candidate_success,screen_success_delta,old_fall,candidate_fall,screen_fall_delta,mean_kl,screen_eligible,screen_best,confirmation_seed,confirmation_success_delta,confirmation_fall_delta,target_gate_accepted,d0_rollback,retained
contact_stability,273,1,0.5,20273,64,0.640625,0.796875,0.15625,0.359375,0.203125,-0.15625,5.9784848417621106e-05,True,True,30273,0.0234375,-0.0234375,True,False,True
contact_stability,273,1,1.0,20273,64,0.640625,0.640625,0.0,0.359375,0.359375,0.0,0.00023914357007015496,True,False,30273,0.0234375,-0.0234375,True,False,False
contact_stability,273,1,1.5,20273,64,0.640625,0.65625,0.015625,0.359375,0.34375,-0.015625,0.000538077496457845,True,False,30273,0.0234375,-0.0234375,True,False,False
contact_stability,273,2,0.5,40273,64,0.75,0.6875,-0.0625,0.25,0.3125,0.0625,7.016913150437176e-05,True,False,50273,0.0234375,-0.0234375,True,False,False
contact_stability,273,2,1.0,40273,64,0.75,0.578125,-0.171875,0.25,0.421875,0.171875,0.0002807005075737834,True,False,50273,0.0234375,-0.0234375,True,False,False
contact_stability,273,2,1.5,40273,64,0.75,0.71875,-0.03125,0.25,0.28125,0.03125,0.0006315932841971517,True,True,50273,0.0234375,-0.0234375,True,False,True
contact_stability,273,3,0.5,60273,64,0.859375,0.65625,-0.203125,0.140625,0.34375,0.203125,6.302283145487309e-05,True,False,70273,0.0078125,-0.0078125,True,False,False
contact_stability,273,3,1.0,60273,64,0.859375,0.71875,-0.140625,0.140625,0.28125,0.140625,0.0002520975249353796,True,True,70273,0.0078125,-0.0078125,True,False,True
contact_stability,273,3,1.5,60273,64,0.859375,0.640625,-0.21875,0.140625,0.359375,0.21875,0.0005672162515111268,True,False,70273,0.0078125,-0.0078125,True,False,False
contact_stability,273,4,0.5,80273,64,0.75,0.796875,0.046875,0.25,0.203125,-0.046875,5.889263775316067e-05,True,True,90273,-0.03125,0.03125,False,False,False
contact_stability,273,4,1.0,80273,64,0.75,0.6875,-0.0625,0.25,0.3125,0.0625,0.00023558860993944108,True,False,90273,-0.03125,0.03125,False,False,False
contact_stability,273,4,1.5,80273,64,0.75,0.703125,-0.046875,0.25,0.296875,0.046875,0.0005300974007695913,True,False,90273,-0.03125,0.03125,False,False,False
contact_stability,273,5,0.5,100273,64,0.71875,0.71875,0.0,0.28125,0.28125,0.0,6.487601058324799e-05,True,False,110273,-0.0234375,0.0234375,False,False,False
contact_stability,273,5,1.0,100273,64,0.71875,0.8125,0.09375,0.28125,0.1875,-0.09375,0.00025951964198611677,True,True,110273,-0.0234375,0.0234375,False,False,False
contact_stability,273,5,1.5,100273,64,0.71875,0.703125,-0.015625,0.28125,0.296875,0.015625,0.000583929184358567,True,False,110273,-0.0234375,0.0234375,False,False,False
contact_stability,273,6,0.5,120273,64,0.640625,0.71875,0.078125,0.359375,0.28125,-0.078125,6.757084338460118e-05,True,True,130273,-0.109375,0.109375,False,False,False
contact_stability,273,6,1.0,120273,64,0.640625,0.703125,0.0625,0.359375,0.296875,-0.0625,0.00027030109777115285,True,False,130273,-0.109375,0.109375,False,False,False
contact_stability,273,6,1.5,120273,64,0.640625,0.6875,0.046875,0.359375,0.3125,-0.046875,0.0006081830360926688,True,False,130273,-0.109375,0.109375,False,False,False
contact_stability,273,7,0.5,140273,64,0.765625,0.640625,-0.125,0.234375,0.359375,0.125,6.856585969217122e-05,True,False,150273,0.0234375,-0.0234375,True,False,False
contact_stability,273,7,1.0,140273,64,0.765625,0.75,-0.015625,0.234375,0.25,0.015625,0.00027427030727267265,True,False,150273,0.0234375,-0.0234375,True,False,False
contact_stability,273,7,1.5,140273,64,0.765625,0.796875,0.03125,0.234375,0.203125,-0.03125,0.0006171092391014099,True,True,150273,0.0234375,-0.0234375,True,False,True
contact_stability,273,8,0.5,160273,64,0.640625,0.65625,0.015625,0.359375,0.34375,-0.015625,8.647319918964058e-05,True,True,170273,-0.0234375,0.0234375,False,False,False
contact_stability,273,8,1.0,160273,64,0.640625,0.609375,-0.03125,0.359375,0.390625,0.03125,0.0003458988794591278,True,False,170273,-0.0234375,0.0234375,False,False,False
contact_stability,273,8,1.5,160273,64,0.640625,0.625,-0.015625,0.359375,0.375,0.015625,0.0007782736793160439,True,False,170273,-0.0234375,0.0234375,False,False,False
