context,domain,condition,runtime_filter,episodes,success_rate,fall_rate,mean_return,mean_reached_riser,mean_completion_time_s,mean_success_completion_time_s,intervention_steps_per_riser,counterfactual_would_intervene_fraction,mean_correction_norm,mean_counterfactual_correction_norm,nominal_barrier_violation_steps_per_riser,toe_riser_kick_events_per_riser,unsafe_overlap_steps_per_riser,mean_episode_minimum_nominal_barrier_margin,global_minimum_nominal_barrier_margin,kick_episode_rate,checkpoint_sha256,actor_state_sha256
F1,target,base_off,False,512,0.646484375,0.353515625,-4.918780081439763,7.919921875,8.50296875,9.525800604229607,0.0,0.11818023116926074,6.34154695542333e-08,0.025928534508347305,6.3334155363748454,0.7173859432799014,0.8564734895191122,-17.65213859267533,-41.142066955566406,0.94921875,cb875d571e126d418c1908dcb4a2ef97851e6aa9e0a50dfcf7c42eabf5a892a8,19432232a4acfebb2a838eb3c9449393a47cfd3154e93f68171dcf4d1aaf47b1
F1,target,base_on,True,512,0.740234375,0.259765625,-5.241736971773207,8.240234375,8.484179687500001,9.208601583113458,6.221142450817729,0.12084532332696425,0.030095155362214153,0.030095155362214153,6.213083669115904,0.7101208817255273,0.82531405546338,-19.1748361941427,-82.50930786132812,0.9921875,cb875d571e126d418c1908dcb4a2ef97851e6aa9e0a50dfcf7c42eabf5a892a8,19432232a4acfebb2a838eb3c9449393a47cfd3154e93f68171dcf4d1aaf47b1
F1,target,A0_off,False,512,0.638671875,0.359375,-5.091285856906325,7.974609375,8.589257812500001,9.550030581039755,0.0,0.1188075584964868,6.307000494390512e-08,0.025964010231577905,6.385990693117805,0.7244673034533431,0.8858682341415626,-18.050940822809935,-39.3796501159668,0.970703125,05dd9ac90266feb8ba25ae818e7617b66a9a1b6fd7ea893f4d92e9fbcd4ed71a,b2dcfd35bab768ea95c51bba346546086d6375c69f959c5c5a45c9a818969a56
F1,target,A0_on,True,512,0.7109375,0.2890625,-5.623656160198152,8.083984375,8.34734375,9.191373626373625,6.273737617782073,0.12151601370196358,0.031054816607210777,0.031054816607210777,6.262865426431505,0.7095916888137231,0.8139647257791737,-19.929259000346065,-115.20428466796875,0.998046875,05dd9ac90266feb8ba25ae818e7617b66a9a1b6fd7ea893f4d92e9fbcd4ed71a,b2dcfd35bab768ea95c51bba346546086d6375c69f959c5c5a45c9a818969a56
F1,target,A1_off,False,512,0.755859375,0.2421875,-2.53717020759359,8.29296875,7.546250000000001,7.890439276485789,0.0,0.07439021865164817,6.955562910347044e-08,0.013946316774912315,3.3758831841733397,0.6971267074894018,0.829251059821008,-14.247382219415158,-48.07928466796875,0.998046875,39b1b8fdcd976e5c7990f380d79e72bee3ffd09c432368dd31c9c753b42e1b2a,4ccf25690aaf4a89aa0708be2e68ab3aa0cfce84acc05a425dc81641692be8ac
F1,target,A1_on,True,512,0.728515625,0.271484375,-3.147294610273093,8.05859375,6.8867578125,7.575764075067023,3.380513814832768,0.0791146958894164,0.017505454011524958,0.017505454011524958,3.3742123121667476,0.5874939408628211,0.635967038293747,-16.807379504665732,-120.84957885742188,0.984375,39b1b8fdcd976e5c7990f380d79e72bee3ffd09c432368dd31c9c753b42e1b2a,4ccf25690aaf4a89aa0708be2e68ab3aa0cfce84acc05a425dc81641692be8ac
F1,target,A2_off,False,512,0.6328125,0.3671875,-5.1722902287729084,7.986328125,8.5294140625,9.53993827160494,0.0,0.11904118560312887,6.345236349757659e-08,0.0261943339329727,6.344827586206897,0.7512839325018342,0.8999755441428222,-17.948700292035937,-43.47896194458008,0.974609375,65ebc05a007fda98076b4c671028cf3ce2026db0fc0da5ac6c056c207363967f,adeb5c6c0afc9d58b7881636e51c3970f91cacefd981eaba3634f413f8866f60
F1,target,A2_on,True,512,0.763671875,0.234375,-4.674606293905526,8.1796875,8.5109375,9.160255754475703,6.093123209169055,0.1171195153295392,0.028899088351468722,0.028899088351468722,6.087153772683859,0.7163323782234957,0.8166189111747851,-19.38423610292375,-59.25757598876953,0.9921875,65ebc05a007fda98076b4c671028cf3ce2026db0fc0da5ac6c056c207363967f,adeb5c6c0afc9d58b7881636e51c3970f91cacefd981eaba3634f413f8866f60
F1,D0,base_on,True,256,0.8671875,0.1328125,5.847718948498368,8.875,9.736015625,9.909459459459457,3.013644366197183,0.05494258592051099,0.00878807405036874,0.00878807405036874,3.012323943661972,0.9198943661971831,1.0264084507042253,-14.11277473717928,-49.8758544921875,1.0,cb875d571e126d418c1908dcb4a2ef97851e6aa9e0a50dfcf7c42eabf5a892a8,19432232a4acfebb2a838eb3c9449393a47cfd3154e93f68171dcf4d1aaf47b1
F1,D0,A0_on,True,256,0.8984375,0.1015625,6.142006343230605,8.8359375,9.7090625,9.86226086956522,3.065870910698497,0.05580321220509189,0.009109024852327218,0.009109024852327218,3.0641025641025643,0.9394341290893015,1.0380194518125552,-14.153106243349612,-51.55654525756836,1.0,05dd9ac90266feb8ba25ae818e7617b66a9a1b6fd7ea893f4d92e9fbcd4ed71a,b2dcfd35bab768ea95c51bba346546086d6375c69f959c5c5a45c9a818969a56
