evaluation_seed,environment_id,success,fell,timed_out,ever_intervened,post_intervention_fall,toe_riser_kick_count,unsafe_overlap_steps,return,steps,completion_time_s,max_riser,completion_fraction,intervention_count,intervention_event_count,mean_velocity_correction_norm,mean_velocity_correction_jerk,toe_riser_contact_impulse,toe_riser_contact_force_peak,post_intervention_mean_abs_root_roll,post_intervention_mean_abs_root_pitch,post_intervention_mean_support_foot_slip,minimum_nominal_margin,minimum_filtered_margin,maximum_nominal_safe_target_error,all_finite
201350912,0,True,False,False,False,False,4,4,-1.313542366027832,550,11.0,9,1.0,0,0,0.0,0.0,26.037158966064453,370.3327331542969,0.0,0.0,0.0,-16.300609588623047,-16.300609588623047,2.384185791015625e-07,True
201350912,1,True,False,False,False,False,8,9,-0.47251367568969727,450,9.0,9,1.0,0,0,0.0,0.0,57.61283493041992,566.7188110351562,0.0,0.0,0.0,-17.240713119506836,-17.240713119506836,2.384185791015625e-07,True
201350912,2,True,False,False,False,False,8,9,0.40343236923217773,449,8.98,9,1.0,0,0,0.0,0.0,68.72601318359375,534.1791381835938,0.0,0.0,0.0,-12.7363920211792,-12.7363920211792,2.384185791015625e-07,True
201350912,3,True,False,False,False,False,6,6,0.6488094329833984,447,8.94,9,1.0,0,0,0.0,0.0,52.70668411254883,590.27197265625,0.0,0.0,0.0,-12.684698104858398,-12.684698104858398,2.384185791015625e-07,True
201350912,4,False,True,False,False,False,1,1,-9.056140899658203,272,5.44,3,0.3333333333333333,0,0,0.0,0.0,5.591987609863281,279.5993957519531,0.0,0.0,0.0,-16.8813533782959,-16.8813533782959,1.7881393432617188e-07,True
201350912,5,True,False,False,False,False,4,4,-2.0070981979370117,496,9.92,9,1.0,0,0,0.0,0.0,26.142784118652344,443.34844970703125,0.0,0.0,0.0,-16.91966438293457,-16.91966438293457,2.384185791015625e-07,True
201350912,6,True,False,False,False,False,11,11,-5.221811771392822,486,9.72,9,1.0,0,0,0.0,0.0,96.08073425292969,1152.90234375,0.0,0.0,0.0,-29.287492752075195,-29.287492752075195,2.384185791015625e-07,True
201350912,7,True,False,False,False,False,6,6,-1.2996211051940918,509,10.18,9,1.0,0,0,0.0,0.0,43.52259063720703,454.7535095214844,0.0,0.0,0.0,-16.858654022216797,-16.858654022216797,2.384185791015625e-07,True
201350912,8,False,True,False,False,False,8,14,-21.345256805419922,457,9.14,8,0.8888888888888888,0,0,0.0,0.0,46.55800247192383,949.6171875,0.0,0.0,0.0,-21.253520965576172,-21.253520965576172,2.384185791015625e-07,True
201350912,9,False,True,False,False,False,5,6,-10.808982849121094,393,7.86,9,1.0,0,0,0.0,0.0,48.225364685058594,689.5199584960938,0.0,0.0,0.0,-12.28699779510498,-12.28699779510498,2.384185791015625e-07,True
201350912,10,True,False,False,False,False,6,6,-1.4111475944519043,427,8.540000000000001,9,1.0,0,0,0.0,0.0,55.93314743041992,747.230712890625,0.0,0.0,0.0,-20.704120635986328,-20.704120635986328,2.384185791015625e-07,True
201350912,11,False,True,False,False,False,7,7,-13.271942138671875,457,9.14,9,1.0,0,0,0.0,0.0,61.839141845703125,542.5035400390625,0.0,0.0,0.0,-19.75245475769043,-19.75245475769043,2.384185791015625e-07,True
201350912,12,False,True,False,False,False,5,5,-8.123809814453125,309,6.18,7,0.7777777777777778,0,0,0.0,0.0,42.097900390625,515.7764282226562,0.0,0.0,0.0,-25.09164047241211,-25.09164047241211,2.384185791015625e-07,True
201350912,13,False,True,False,False,False,3,3,-6.346129417419434,201,4.0200000000000005,3,0.3333333333333333,0,0,0.0,0.0,21.233423233032227,482.4450378417969,0.0,0.0,0.0,-16.320323944091797,-16.320323944091797,2.384185791015625e-07,True
201350912,14,True,False,False,False,False,8,8,-0.7320752143859863,438,8.76,9,1.0,0,0,0.0,0.0,70.67290496826172,640.3622436523438,0.0,0.0,0.0,-17.168994903564453,-17.168994903564453,2.384185791015625e-07,True
201350912,15,False,True,False,False,False,10,10,-11.566668510437012,451,9.02,9,1.0,0,0,0.0,0.0,72.54792785644531,533.9149169921875,0.0,0.0,0.0,-16.9201602935791,-16.9201602935791,2.384185791015625e-07,True
201350912,16,True,False,False,False,False,6,6,1.6696181297302246,407,8.14,9,1.0,0,0,0.0,0.0,48.368309020996094,481.2980041503906,0.0,0.0,0.0,-8.82087230682373,-8.82087230682373,2.384185791015625e-07,True
201350912,17,True,False,False,False,False,6,6,1.6199069023132324,508,10.16,9,1.0,0,0,0.0,0.0,48.248443603515625,554.3504028320312,0.0,0.0,0.0,-10.847259521484375,-10.847259521484375,2.384185791015625e-07,True
201350912,18,False,True,False,False,False,4,4,-6.389886856079102,283,5.66,7,0.7777777777777778,0,0,0.0,0.0,27.260541915893555,412.4025573730469,0.0,0.0,0.0,-11.420254707336426,-11.420254707336426,2.384185791015625e-07,True
201350912,19,True,False,False,False,False,8,8,-0.47655630111694336,433,8.66,9,1.0,0,0,0.0,0.0,61.59241485595703,461.20880126953125,0.0,0.0,0.0,-18.770172119140625,-18.770172119140625,2.384185791015625e-07,True
201350912,20,False,True,False,False,False,3,3,-6.340006351470947,250,5.0,6,0.6666666666666666,0,0,0.0,0.0,21.81751251220703,401.25799560546875,0.0,0.0,0.0,-10.985726356506348,-10.985726356506348,2.384185791015625e-07,True
201350912,21,True,False,False,False,False,6,7,-0.6149601936340332,394,7.88,9,1.0,0,0,0.0,0.0,42.6849365234375,467.96136474609375,0.0,0.0,0.0,-9.452861785888672,-9.452861785888672,2.384185791015625e-07,True
201350912,22,False,True,False,False,False,5,9,-10.382621765136719,412,8.24,7,0.7777777777777778,0,0,0.0,0.0,29.13551902770996,434.39166259765625,0.0,0.0,0.0,-11.77153491973877,-11.77153491973877,1.4901161193847656e-07,True
201350912,23,True,False,False,False,False,8,8,0.9353365898132324,452,9.040000000000001,9,1.0,0,0,0.0,0.0,61.22821044921875,670.8230590820312,0.0,0.0,0.0,-16.12141990661621,-16.12141990661621,2.384185791015625e-07,True
201350912,24,False,True,False,False,False,7,17,-7.829615592956543,384,7.68,6,0.6666666666666666,0,0,0.0,0.0,58.216651916503906,1097.8883056640625,0.0,0.0,0.0,-19.35369300842285,-19.35369300842285,2.384185791015625e-07,True
201350912,25,True,False,False,False,False,4,4,0.015035152435302734,415,8.3,9,1.0,0,0,0.0,0.0,30.348711013793945,513.9057006835938,0.0,0.0,0.0,-10.548562049865723,-10.548562049865723,2.384185791015625e-07,True
201350912,26,True,False,False,False,False,7,7,-0.2490253448486328,428,8.56,9,1.0,0,0,0.0,0.0,53.363189697265625,677.3746337890625,0.0,0.0,0.0,-20.001461029052734,-20.001461029052734,2.384185791015625e-07,True
201350912,27,True,False,False,False,False,7,7,0.6119809150695801,439,8.78,9,1.0,0,0,0.0,0.0,58.4500732421875,531.47119140625,0.0,0.0,0.0,-12.54263973236084,-12.54263973236084,2.384185791015625e-07,True
201350912,28,True,False,False,False,False,5,5,0.24608945846557617,396,7.92,9,1.0,0,0,0.0,0.0,37.637733459472656,427.27532958984375,0.0,0.0,0.0,-12.408304214477539,-12.408304214477539,2.384185791015625e-07,True
201350912,29,False,True,False,False,False,10,16,-10.24315357208252,472,9.44,9,1.0,0,0,0.0,0.0,66.38823699951172,671.355224609375,0.0,0.0,0.0,-18.265769958496094,-18.265769958496094,2.384185791015625e-07,True
201350912,30,True,False,False,False,False,2,2,-1.4841523170471191,374,7.48,9,1.0,0,0,0.0,0.0,11.513333320617676,327.9854736328125,0.0,0.0,0.0,-12.4660005569458,-12.4660005569458,2.384185791015625e-07,True
201350912,31,False,True,False,False,False,9,12,-10.057754516601562,323,6.46,4,0.4444444444444444,0,0,0.0,0.0,56.84762191772461,602.7911987304688,0.0,0.0,0.0,-18.722862243652344,-18.722862243652344,2.384185791015625e-07,True
201350912,32,True,False,False,False,False,7,7,0.5252346992492676,469,9.38,9,1.0,0,0,0.0,0.0,49.404541015625,529.8963012695312,0.0,0.0,0.0,-15.311531066894531,-15.311531066894531,2.384185791015625e-07,True
201350912,33,True,False,False,False,False,9,9,-10.687980651855469,539,10.78,9,1.0,0,0,0.0,0.0,72.20658111572266,515.4151611328125,0.0,0.0,0.0,-21.131275177001953,-21.131275177001953,2.384185791015625e-07,True
201350912,34,False,True,False,False,False,5,8,-11.692480087280273,316,6.32,4,0.4444444444444444,0,0,0.0,0.0,33.38824462890625,598.9655151367188,0.0,0.0,0.0,-19.926097869873047,-19.926097869873047,2.384185791015625e-07,True
201350912,35,False,True,False,False,False,4,4,-12.160758972167969,438,8.76,9,1.0,0,0,0.0,0.0,35.512386322021484,547.163818359375,0.0,0.0,0.0,-11.522951126098633,-11.522951126098633,2.384185791015625e-07,True
201350912,36,False,True,False,False,False,9,10,-14.77605152130127,444,8.88,8,0.8888888888888888,0,0,0.0,0.0,71.41925811767578,915.6736450195312,0.0,0.0,0.0,-16.03242301940918,-16.03242301940918,2.384185791015625e-07,True
