specialist,adaptation_seed,round,batch,rollout_seed,normal_start_count,failure_start_count,success_start_count,failure_bank_size,success_pool_size,matched_success_bank_size,exact_pair_count,exact_match_passed,maximum_marginal_imbalance,bank_transaction_attempted,bank_transaction_committed,bank_transaction_restored,usable_preflight_passed,cbf_intervention_fraction,cbf_correction_mean
lateral,273,1,1,1000283,40,12,12,256,1024,239,12,True,0,True,True,False,True,0.0548248291015625,0.015210652723908424
lateral,273,1,2,1000284,40,12,12,256,1024,242,12,True,0,True,True,False,True,0.0514984130859375,0.014153392985463142
lateral,273,2,1,1000293,40,12,12,256,1024,245,12,True,0,True,True,False,True,0.0502166748046875,0.012921863235533237
lateral,273,2,2,1000294,40,12,12,256,1024,245,12,True,0,True,True,False,True,0.0537567138671875,0.014612909406423569
lateral,273,3,1,1000303,40,12,12,256,1024,245,12,True,0,True,True,False,True,0.05615234375,0.014991545118391514
lateral,273,3,2,1000304,40,12,12,256,1024,241,12,True,0,True,True,False,True,0.051971435546875,0.013360155746340752
lateral,273,4,1,1000313,40,12,12,256,1024,242,12,True,0,True,True,False,True,0.05450439453125,0.01474799495190382
lateral,273,4,2,1000314,40,12,12,256,1024,244,12,True,0,True,True,False,True,0.0582275390625,0.0157555490732193
lateral,273,5,1,1000323,40,12,12,256,1024,245,12,True,0,True,True,False,True,0.0517425537109375,0.01377400103956461
lateral,273,5,2,1000324,40,12,12,256,1024,247,12,True,0,True,True,False,True,0.0510711669921875,0.011968636885285378
lateral,273,6,1,1000333,40,12,12,256,1024,247,12,True,0,True,True,False,True,0.0525054931640625,0.01409023255109787
lateral,273,6,2,1000334,40,12,12,256,1024,246,12,True,0,True,True,False,True,0.0548095703125,0.014453408308327198
lateral,273,7,1,1000343,40,12,12,256,1024,246,12,True,0,True,True,False,True,0.0554962158203125,0.014710001647472382
lateral,273,7,2,1000344,40,12,12,256,1024,246,12,True,0,True,True,False,True,0.051422119140625,0.012545431032776833
lateral,273,8,1,1000353,40,12,12,256,1024,248,12,True,0,True,True,False,True,0.0570220947265625,0.015573203563690186
lateral,273,8,2,1000354,40,12,12,256,1024,248,12,True,0,True,True,False,True,0.054534912109375,0.014970136806368828
