specialist,adaptation_seed,round,fraction,screen_seed,screen_episodes,old_success,candidate_success,screen_success_delta,old_fall,candidate_fall,screen_fall_delta,mean_kl,screen_eligible,screen_best,confirmation_seed,confirmation_success_delta,confirmation_fall_delta,target_gate_accepted,d0_rollback,retained
lateral,273,1,0.5,20273,64,0.765625,0.71875,-0.046875,0.234375,0.28125,0.046875,6.763536657672375e-05,True,False,30273,0.0625,-0.0625,True,False,False
lateral,273,1,1.0,20273,64,0.765625,0.734375,-0.03125,0.234375,0.265625,0.03125,0.0002705551160033792,True,False,30273,0.0625,-0.0625,True,False,False
lateral,273,1,1.5,20273,64,0.765625,0.75,-0.015625,0.234375,0.25,0.015625,0.0006087372312322259,True,True,30273,0.0625,-0.0625,True,False,True
lateral,273,2,0.5,40273,64,0.84375,0.78125,-0.0625,0.15625,0.21875,0.0625,7.038064359221607e-05,True,True,50273,0.0390625,-0.0390625,True,False,True
lateral,273,2,1.0,40273,64,0.84375,0.78125,-0.0625,0.15625,0.21875,0.0625,0.00028153727180324495,True,False,50273,0.0390625,-0.0390625,True,False,False
lateral,273,2,1.5,40273,64,0.84375,0.71875,-0.125,0.15625,0.28125,0.125,0.0006334720528684556,True,False,50273,0.0390625,-0.0390625,True,False,False
lateral,273,3,0.5,60273,64,0.734375,0.875,0.140625,0.265625,0.125,-0.140625,7.259825360961258e-05,True,True,70273,-0.0859375,0.0859375,False,False,False
lateral,273,3,1.0,60273,64,0.734375,0.78125,0.046875,0.265625,0.21875,-0.046875,0.0002903902786783874,True,False,70273,-0.0859375,0.0859375,False,False,False
lateral,273,3,1.5,60273,64,0.734375,0.765625,0.03125,0.265625,0.234375,-0.03125,0.0006533531122840941,True,False,70273,-0.0859375,0.0859375,False,False,False
lateral,273,4,0.5,80273,64,0.734375,0.6875,-0.046875,0.265625,0.3125,0.046875,8.431946480413899e-05,True,False,90273,0.078125,-0.078125,True,False,False
lateral,273,4,1.0,80273,64,0.734375,0.703125,-0.03125,0.265625,0.296875,0.03125,0.0003372855135239661,True,True,90273,0.078125,-0.078125,True,False,True
lateral,273,4,1.5,80273,64,0.734375,0.640625,-0.09375,0.265625,0.359375,0.09375,0.0007588942535221577,True,False,90273,0.078125,-0.078125,True,False,False
lateral,273,5,0.5,100273,64,0.71875,0.671875,-0.046875,0.28125,0.328125,0.046875,7.934626046335325e-05,True,False,110273,-0.0078125,0.0078125,False,False,False
lateral,273,5,1.0,100273,64,0.71875,0.78125,0.0625,0.28125,0.21875,-0.0625,0.00031738821417093277,True,True,110273,-0.0078125,0.0078125,False,False,False
lateral,273,5,1.5,100273,64,0.71875,0.734375,0.015625,0.28125,0.265625,-0.015625,0.000714122608769685,True,False,110273,-0.0078125,0.0078125,False,False,False
lateral,273,6,0.5,120273,64,0.71875,0.765625,0.046875,0.28125,0.234375,-0.046875,7.80629925429821e-05,True,False,130273,-0.0234375,0.0234375,False,False,False
lateral,273,6,1.0,120273,64,0.71875,0.796875,0.078125,0.28125,0.203125,-0.078125,0.00031223613768815994,True,True,130273,-0.0234375,0.0234375,False,False,False
lateral,273,6,1.5,120273,64,0.71875,0.796875,0.078125,0.28125,0.203125,-0.078125,0.0007025078521110117,True,False,130273,-0.0234375,0.0234375,False,False,False
lateral,273,7,0.5,140273,64,0.703125,0.765625,0.0625,0.296875,0.234375,-0.0625,6.107310036895797e-05,True,True,150273,-0.0546875,0.0546875,False,False,False
lateral,273,7,1.0,140273,64,0.703125,0.765625,0.0625,0.296875,0.234375,-0.0625,0.00024431353085674345,True,False,150273,-0.0546875,0.0546875,False,False,False
lateral,273,7,1.5,140273,64,0.703125,0.703125,0.0,0.296875,0.296875,0.0,0.0005497195525094867,True,False,150273,-0.0546875,0.0546875,False,False,False
lateral,273,8,0.5,160273,64,0.65625,0.71875,0.0625,0.34375,0.28125,-0.0625,9.052298264577985e-05,True,False,170273,0.0390625,-0.0390625,True,False,False
lateral,273,8,1.0,160273,64,0.65625,0.78125,0.125,0.34375,0.21875,-0.125,0.0003620923962444067,True,True,170273,0.0390625,-0.0390625,True,False,True
lateral,273,8,1.5,160273,64,0.65625,0.75,0.09375,0.34375,0.25,-0.09375,0.000814743572846055,True,False,170273,0.0390625,-0.0390625,True,False,False
